run,layer,lag_dumps,lag_steps,t,c_forward,c_backward,asymmetry
A,6,-1,-25,225,0.8411736661822808,0.8857913434368295,-0.04461767725454868
A,6,-1,-25,250,0.7992308804151469,0.8716484902214465,-0.07241760980629963
A,6,-1,-25,275,0.7995883875872238,0.8669124566860987,-0.0673240690988749
A,6,-1,-25,300,0.7689197234703637,0.7743686069565638,-0.005448883486200096
A,6,-1,-25,325,0.7797522597257399,0.7712185433867152,0.008533716339024666
A,6,-1,-25,350,0.7414750614708392,0.7691578503077431,-0.027682788836903893
A,6,-1,-25,375,0.7120840750884674,0.7514853333442768,-0.039401258255809424
A,6,-1,-25,400,0.7463199662821843,0.7901406456838832,-0.04382067940169887
A,6,-1,-25,425,0.6966662483724343,0.7262284565767897,-0.0295622082043554
A,6,-1,-25,450,0.6937295797068833,0.7192388815005575,-0.025509301793674166
A,6,-1,-25,475,0.634557575370491,0.6521471067035437,-0.017589531333052744
A,6,0,0,75,0.9036612393162624,0.9036612393162624,0.0
A,6,0,0,100,0.9399785241637865,0.9399785241637865,0.0
A,6,0,0,125,0.9414441544928324,0.9414441544928324,0.0
A,6,0,0,150,0.9253031144629836,0.9253031144629836,0.0
A,6,0,0,175,0.9132394280261709,0.9132394280261709,0.0
A,6,0,0,200,0.8814400381477374,0.8814400381477374,0.0
A,6,0,0,225,0.8535041118509331,0.8535041118509331,0.0
A,6,0,0,250,0.8587595715616138,0.8587595715616138,0.0
A,6,0,0,275,0.8098251325354163,0.8098251325354163,0.0
A,6,0,0,300,0.7638526188967378,0.7638526188967378,0.0
A,6,0,0,325,0.7791315579265305,0.7791315579265305,0.0
A,6,0,0,350,0.7727114533682463,0.7727114533682463,0.0
A,6,0,0,375,0.7250566615033793,0.7250566615033793,0.0
A,6,0,0,400,0.7849339776928155,0.7849339776928155,0.0
A,6,0,0,425,0.6863946713879604,0.6863946713879604,0.0
A,6,0,0,450,0.7454384927040425,0.7454384927040425,0.0
A,6,0,0,475,0.6038447574065647,0.6038447574065647,0.0
A,6,0,0,500,0.6772035831058066,0.6772035831058066,0.0
A,6,1,25,100,0.9620655421254738,0.8732186741698772,0.0888468679555966
A,6,1,25,125,0.9516050054766286,0.8525622329892323,0.09904277248739635
A,6,1,25,150,0.9443226910393928,0.8560949247404281,0.08822776629896467
A,6,1,25,175,0.9293199936119926,0.8978077025518358,0.03151229106015674
A,6,1,25,200,0.8861473083173,0.8195908097692068,0.0665564985480932
A,6,1,25,225,0.8857913434368295,0.8411736661822808,0.04461767725454868
A,6,1,25,250,0.8716484902214465,0.7992308804151469,0.07241760980629963
A,6,1,25,275,0.8669124566860987,0.7995883875872238,0.0673240690988749
A,6,1,25,300,0.7743686069565638,0.7689197234703637,0.005448883486200096
A,6,1,25,325,0.7712185433867152,0.7797522597257399,-0.008533716339024666
A,6,1,25,350,0.7691578503077431,0.7414750614708392,0.027682788836903893
A,6,1,25,375,0.7514853333442768,0.7120840750884674,0.039401258255809424
A,6,1,25,400,0.7901406456838832,0.7463199662821843,0.04382067940169887
A,6,1,25,425,0.7262284565767897,0.6966662483724343,0.0295622082043554
A,6,1,25,450,0.7192388815005575,0.6937295797068833,0.025509301793674166
A,6,1,25,475,0.6521471067035437,0.634557575370491,0.017589531333052744
A,6,2,50,125,0.9216348198426595,0.7352947919361559,0.1863400279065036
A,6,2,50,150,0.9137730063249524,0.8359639159623633,0.0778090903625891
A,6,2,50,175,0.8920868520768542,0.833024254071287,0.059062598005567235
A,6,2,50,200,0.9026955139989108,0.8045038829233233,0.09819163107558748
A,6,2,50,225,0.8905749659179499,0.7865444636072346,0.10403050231071531
A,6,2,50,250,0.8838110067257549,0.7679721280974845,0.11583887862827036
A,6,2,50,275,0.870730988709386,0.7895528225115203,0.08117816619786578
A,6,2,50,300,0.8129029622533221,0.7600554669864882,0.052847495266833966
A,6,2,50,325,0.7739368936774049,0.7429248929207257,0.031012000756679203
A,6,2,50,350,0.7607462579912191,0.7128324957951879,0.04791376219603116
A,6,2,50,375,0.7373763626059572,0.6703334514559368,0.06704291115002037
A,6,2,50,400,0.80532016104266,0.7495284420180698,0.055791719024590236
A,6,2,50,425,0.721945912492351,0.6479409625823086,0.07400494991004236
A,6,2,50,450,0.7689362581505932,0.7093198879210556,0.059616370229537585
A,6,3,75,150,0.8407747653659412,0.7465602366167243,0.09421452874921687
A,6,3,75,175,0.8316902448996395,0.8238137853959163,0.007876459503723177
A,6,3,75,200,0.8510428899143767,0.729237049084104,0.12180584083027268
A,6,3,75,225,0.8786792729810851,0.7465064563169469,0.13217281666413816
A,6,3,75,250,0.8840512961149444,0.7639429334778253,0.1201083626371191
A,6,3,75,275,0.8749962584353482,0.7684133447889782,0.10658291364637007
A,6,3,75,300,0.8220847208352783,0.7269943138850734,0.09509040695020488
A,6,3,75,325,0.808932027724893,0.7074930639640966,0.10143896376079642
A,6,3,75,350,0.7500038361646186,0.6687440933752602,0.08125974278935844
A,6,3,75,375,0.7343107053190966,0.6725152267839432,0.061795478535153436
A,6,3,75,400,0.7823408269530158,0.7025727279022159,0.07976809905079985
A,6,3,75,425,0.7247078347305937,0.6629984045215117,0.06170943020908204
A,6,4,100,175,0.722643484149108,0.7462073157251992,-0.02356383157609121
A,6,4,100,200,0.7900346658329529,0.6922966982353121,0.09773796759764075
A,6,4,100,225,0.7991148964893985,0.7374277992474061,0.061687097241992395
