run,layer,pair,unit_x,unit_y,rho,c_x,c_y,kappa,kappa_boot_low,kappa_boot_high,kappa_boot_undefined
b,4,tail-strided,u0,u1,0.5863348921569879,0.5176766249699857,0.7226869671019787,0.7987879769283224,0.6095505218365076,0.9442755718308918,0.0
b,4,tail-spread,u0,u0,0.36909874429175576,0.5176766249699857,0.6395115700105548,0.9470702553230498,0.7722293353341598,1.3944148032155657,0.0032
b,4,tail-spread,u0,u1,0.27420976599545127,0.5176766249699857,0.4918182554927722,0.9635852448558534,0.7353060715478744,1.930910118518945,0.0322
b,4,strided-spread,u1,u0,0.7884414162047946,0.7226869671019787,0.6395115700105548,0.7656223445430358,0.5373147181262202,0.9233141838531683,0.0
b,4,strided-spread,u1,u1,0.7266415580100283,0.7226869671019787,0.4918182554927722,0.6993866170217952,0.4144684417416336,0.9029724094606789,0.0003
b,4,identity:tail,u0,,0.5239133184660117,0.5176766249699857,nan,0.9880959439735436,nan,nan,nan
b,4,identity:strided,u1,,1.1191448499033063,0.7226869671019787,nan,0.6457492675451426,nan,nan,nan
b,4,identity:spread,u0,,0.7045034575041074,0.6395115700105548,nan,0.9077479509840821,nan,nan,nan
b,5,tail-strided,u0,u1,0.7808750735537378,0.7739531131744809,0.701516041306616,0.8338450384957196,0.6878933349489649,0.9353790725767166,0.0
b,5,tail-spread,u0,u0,0.3774989410222615,0.7739531131744809,0.3493257492895619,0.8462813234538739,0.48218373786275176,1.0048054171835596,0.0373
b,5,tail-spread,u0,u1,0.3768315920798583,0.7739531131744809,0.32932731719276936,0.8224273629507243,0.43294730659141484,0.9892209138070214,0.0524
b,5,strided-spread,u1,u0,0.5778439917818222,0.701516041306616,0.3493257492895619,0.6512216072194362,0.23103893667832057,0.876177030654511,0.0355
b,5,strided-spread,u1,u1,0.6035769958010583,0.701516041306616,0.32932731719276936,0.6186803773480132,0.21731723957826962,0.8509601094712957,0.0568
b,5,identity:tail,u0,,0.7142386500813757,0.7739531131744809,nan,1.083605757104158,nan,nan,nan
b,5,identity:strided,u1,,1.0932971401992457,0.701516041306616,nan,0.6416517664893642,nan,nan,nan
