step,layer,bias_update_rate,n,e,k,mode,eta,steps,steps_run,settled_at,basis,basis_step,objective,max_load,overflow,cycle_length,band_width,cycle_objective_mean,divisible,default_cap,lp_objective,vanilla_objective,vanilla_max_load,balanced_load,oracle_max_load,span,gap_at_default_cap,matched_cap,matched_lp_objective,gap_at_matched_cap,gap_at_per_expert_cap,gap_over_span,matched_lp_unconstrained,cycle_best_step,cycle_best_max_load,cycle_best_objective,cycle_best_gap_at_matched_cap,cycle_best_gap_over_span,set_agreement,untied_set_agreement,tied_tokens,median_tie_margin,min_tie_margin,median_tie_margin_ulp,min_tie_margin_ulp,oracle_min_margin,oracle_exact_ties,excess_tokens,tier,dual_correlation,dual_linf
500,2,0.001,16384,64,8,annealed,0.001,4000,4000,,trajectory_closest,2298,11673.85660801438,2053,0.00244140625,,nan,nan,True,2048,11673.357747432601,12028.217157073785,5341,2048.0,2048,354.85940964118345,nan,2053,11679.069114974991,5.21250696061179,0.5348176353145391,0.014688935445962737,False,,,nan,nan,nan,0.995849609375,0.9973044170801936,61,0.001454811141990607,1.0063152089401228e-08,193284.37974386476,1.3506534099578857,0.0,61,61,unconverged,0.9999997715585007,3.14792019503185e-05
500,3,0.001,16384,64,8,annealed,0.001,4000,4000,,trajectory_closest,3640,9719.183121072012,2053,0.00244140625,,nan,nan,True,2048,9719.16978779342,9956.870739067439,4774,2048.0,2048,237.70095127401873,nan,2053,9722.841006921837,3.6578858498251066,0.3957014752086252,0.015388604169313319,False,,,nan,nan,nan,0.9964599609375,0.9976725669137012,57,0.0013454164149441054,1.4936380292318585e-09,540763.5125073232,0.8018908109515905,0.0,57,51,unconverged,0.9999992106792759,2.8996668866614755e-05
500,4,0.001,16384,64,8,annealed,0.001,4000,4000,,trajectory_closest,3409,8555.657606766094,2056,0.00390625,,nan,nan,True,2048,8555.3338543172,8789.781071282923,3765,2048.0,2048,234.44721696572378,nan,2056,8561.585406048456,5.927799282362685,0.5859938049688935,0.025284152906917764,False,,,nan,nan,nan,0.9942626953125,0.9953451338274024,57,0.0010905147561569243,5.02713523586884e-10,482401.7324223919,0.13494613394141197,0.0,57,82,unconverged,0.9999986150015927,3.161115606605653e-05
500,5,0.001,16384,64,8,annealed,0.001,4000,4000,,trajectory_closest,3256,8559.36897201842,2056,0.00390625,,nan,nan,True,2048,8559.443312251533,8844.484732028097,4210,2048.0,2048,285.041419776564,nan,2056,8565.392518795095,6.023546776676085,0.6078978053992614,0.021132180654298505,False,,,nan,nan,nan,0.99444580078125,0.9962624839164267,63,0.001026260530054281,1.1075991374065453e-09,393920.8323288504,0.5946377590298653,0.0,63,71,unconverged,0.9999994185407624,2.296021632963892e-05
500,6,0.001,16384,64,8,annealed,0.001,4000,4000,,trajectory_closest,2389,8755.025170135195,2058,0.0048828125,,nan,nan,True,2048,8754.75645271677,9084.28362507606,4260,2048.0,2048,329.52717235928867,nan,2058,8762.415564412833,7.390394277637824,0.5131136450218037,0.02242726821198211,False,,,nan,nan,nan,0.99407958984375,0.9957118353344768,60,0.0010632289987682515,1.1854275200340325e-09,433261.008700449,0.6364215537905693,0.0,60,85,unconverged,0.9999990313956106,4.366274417745564e-05
500,7,0.001,16384,64,8,annealed,0.001,4000,4000,,trajectory_closest,2512,8803.070115086157,2053,0.00244140625,,nan,nan,True,2048,8802.982637275709,9290.988850637339,5290,2048.0,2048,488.0062133616302,nan,2053,8807.621832978446,4.551717892289162,0.57490946049802,0.0093271720065502,False,,,nan,nan,nan,0.9940185546875,0.9953451338274024,57,0.0010592365785197441,2.3072858207351388e-10,284780.02519476786,0.12387146428227425,0.0,57,80,unconverged,0.9999994840639161,5.0493327954152095e-05
500,8,0.001,16384,64,8,annealed,0.001,4000,4000,,trajectory_closest,3841,8443.763788470183,2054,0.0029296875,,nan,nan,True,2048,8443.935371084954,8949.884912904352,6226,2048.0,2048,505.9495418193983,nan,2054,8449.702374633634,5.938586163450964,0.7559652284253389,0.011737506752344837,False,,,nan,nan,nan,0.99505615234375,0.9964467316057097,61,0.0009836634562784032,1.7867101548274533e-09,296704.51684699487,0.47961635515093803,0.0,61,68,unconverged,0.9999995356352656,3.433655301565003e-05
500,9,0.001,16384,64,8,annealed,0.001,4000,4000,,trajectory_closest,2755,8848.53572218414,2055,0.00341796875,,nan,nan,True,2048,8848.5601276581,9488.367029254325,5359,2048.0,2048,639.8069015962246,nan,2055,8856.118592931889,7.5828707477485295,1.0307310002390295,0.011851811427526612,False,,,nan,nan,nan,0.9931640625,0.9947320061255742,59,0.0008476473272584911,3.6973669403916887e-09,224011.93557905406,0.9925043806433678,0.0,59,93,unconverged,0.999999727464769,2.8566172682126245e-05
