step,layer,split,num_parts,part_tokens,mean_pairwise_correlation,min_pairwise_correlation,mean_pairwise_linf,bias_correlation_full,mean_bias_correlation_parts
75,6,sequence,2,8192,0.997570704297834,0.997570704297834,0.015651510097995924,0.9036782676398749,0.9026942390247414
75,7,sequence,2,8192,0.9979368769855336,0.9979368769855336,0.013508095305041934,0.8949672154495724,0.8944013700708613
75,8,sequence,2,8192,0.9986751241590202,0.9986751241590202,0.0077992899241507985,0.8285816071691058,0.8284715188587028
75,9,sequence,2,8192,0.9961518859886062,0.9961518859886062,0.01312732170754316,0.8836805259697432,0.8830540630116632
100,2,sequence,2,8192,0.995604040902335,0.995604040902335,0.007344663849835342,0.839439530264292,0.8373310208514957
100,3,sequence,2,8192,0.9965939769864092,0.9965939769864092,0.009974213469831739,0.9706897390343624,0.9698859142425273
100,4,sequence,2,8192,0.9940864925432087,0.9940864925432087,0.011498448797283345,0.9469465424548945,0.946166468203717
100,5,sequence,2,8192,0.9953894522487088,0.9953894522487088,0.010794085586439905,0.9400810941752216,0.938891554434664
100,6,sequence,2,8192,0.9946356265840848,0.9946356265840848,0.012574641009905463,0.939985673285455,0.9392688424906832
100,7,sequence,2,8192,0.9945380586899087,0.9945380586899087,0.016939243946580973,0.9012810457453895,0.9005190103657215
100,8,sequence,2,8192,0.9961710934577321,0.9961710934577321,0.0070221224668785,0.887342925254063,0.8864888487221168
100,9,sequence,2,8192,0.9901947023553936,0.9901947023553936,0.015983148977738892,0.8718031060840774,0.8698342185274142
125,2,sequence,2,8192,0.9960733444830588,0.9960733444830588,0.006035811760739307,0.8702853007280367,0.870508417995129
125,3,sequence,2,8192,0.9964782096807852,0.9964782096807852,0.007735397113719955,0.9432489894912824,0.942563383654278
125,4,sequence,2,8192,0.9924466240895322,0.9924466240895322,0.011882236241945066,0.9173880049503161,0.9161686705484757
125,5,sequence,2,8192,0.9958590906943747,0.9958590906943747,0.011862193792694598,0.8878394438735652,0.8875846606935768
125,6,sequence,2,8192,0.9959621177233894,0.9959621177233894,0.0071500716967420885,0.9414284546771623,0.9407017843817853
125,7,sequence,2,8192,0.9959298515782727,0.9959298515782727,0.01129032249627926,0.9305414137687863,0.9297761725374072
125,8,sequence,2,8192,0.9972539767604618,0.9972539767604618,0.005979747038509231,0.8868462447141329,0.8866117269449671
125,9,sequence,2,8192,0.9903417744916315,0.9903417744916315,0.008885469956112502,0.859441181951105,0.8579137898859025
150,2,sequence,2,8192,0.9968659273453201,0.9968659273453201,0.005779131843155483,0.908954089282028,0.908814528820844
150,3,sequence,2,8192,0.9949450396850881,0.9949450396850881,0.0072194877902802546,0.949523467744368,0.9482052004445272
150,4,sequence,2,8192,0.9882749928745101,0.9882749928745101,0.012958779423570377,0.9233787017910505,0.92116190902432
150,5,sequence,2,8192,0.989561831587659,0.989561831587659,0.010698234567826148,0.9190814785310517,0.9169385661021809
150,6,sequence,2,8192,0.9888177785693765,0.9888177785693765,0.012964629042471643,0.9253158879724275,0.9231901496442834
150,7,sequence,2,8192,0.9884444780458893,0.9884444780458893,0.014609507703426061,0.9141494471998419,0.9115197852199033
150,8,sequence,2,8192,0.9890467787045343,0.9890467787045343,0.007316653751331614,0.9207674136482269,0.9194151033185554
150,9,sequence,2,8192,0.9778147182334113,0.9778147182334113,0.018328540379570768,0.8367149283082771,0.8328312383886634
175,2,sequence,2,8192,0.9968944506933585,0.9968944506933585,0.003840401321212994,0.9124573959211685,0.9116649545674023
175,3,sequence,2,8192,0.9957510728099439,0.9957510728099439,0.0051429463528620545,0.9443100123034489,0.943679672586591
175,4,sequence,2,8192,0.9877169513209146,0.9877169513209146,0.009770177919563139,0.8994953852567189,0.8976501333259944
175,5,sequence,2,8192,0.9889402319866492,0.9889402319866492,0.012022492264804896,0.8816607975807198,0.8783934113544509
175,6,sequence,2,8192,0.9887694666772713,0.9887694666772713,0.009864162562735146,0.9132164143242997,0.9121011623761257
175,7,sequence,2,8192,0.9908142364078468,0.9908142364078468,0.010935090114799095,0.9211149309691011,0.9199703593132278
175,8,sequence,2,8192,0.9854826491553956,0.9854826491553956,0.007679719961743103,0.8818648194083837,0.8793415438432588
175,9,sequence,2,8192,0.9811354661397472,0.9811354661397472,0.010629764604345837,0.844122753243725,0.8409419341415785
200,2,sequence,2,8192,0.9944723957048398,0.9944723957048398,0.005886569886570214,0.9063396578745787,0.9048456377744898
200,3,sequence,2,8192,0.9928726860051018,0.9928726860051018,0.005336251146218274,0.9174222170256625,0.9155777373352931
200,4,sequence,2,8192,0.9819927123626127,0.9819927123626127,0.010014543844590662,0.8699748838652759,0.866585629408434
200,5,sequence,2,8192,0.9882133230702247,0.9882133230702247,0.009259384514734847,0.8365110478992162,0.8343175028897853
200,6,sequence,2,8192,0.9861417318934572,0.9861417318934572,0.011361081475115498,0.8814671112323846,0.8790016442797967
200,7,sequence,2,8192,0.9866624079695013,0.9866624079695013,0.017154045784991467,0.9022194526874169,0.8984700348858882
200,8,sequence,2,8192,0.9824086950669837,0.9824086950669837,0.008330054130055942,0.8240079149129399,0.8212382923497569
200,9,sequence,2,8192,0.982071580331675,0.982071580331675,0.015075234112373437,0.8045479192379118,0.8024026778380007
225,2,sequence,2,8192,0.9948830786287175,0.9948830786287175,0.005396329775976483,0.8751989001296961,0.873458886947946
225,3,sequence,2,8192,0.9923153840428394,0.9923153840428394,0.005252715938695474,0.869398051417658,0.8665458864976804
225,4,sequence,2,8192,0.9828996024916209,0.9828996024916209,0.00955664785215049,0.8436300840064275,0.8396605622391775
225,5,sequence,2,8192,0.9875573841758889,0.9875573841758889,0.007024955935776234,0.7878415598564532,0.7858186397373712
225,6,sequence,2,8192,0.9859749635930238,0.9859749635930238,0.007923509860120248,0.8533904995820748,0.8495837660964902
225,7,sequence,2,8192,0.9825955250470871,0.9825955250470871,0.013654819274961483,0.880407177806208,0.8764680771820366
225,8,sequence,2,8192,0.9769912928272622,0.9769912928272622,0.011020015488611534,0.8002939063947765,0.7958862514011984
225,9,sequence,2,8192,0.983165261826337,0.983165261826337,0.016052678700361867,0.7601320252476095,0.7600776703510821
250,2,sequence,2,8192,0.994499061826914,0.994499061826914,0.005097227487567579,0.8566414622617301,0.8551315723523633
250,3,sequence,2,8192,0.991381238264421,0.991381238264421,0.005005134913517395,0.8576538663505106,0.8560240737855342
250,4,sequence,2,8192,0.9821040102193791,0.9821040102193791,0.010331564539228566,0.815916765629638,0.8133249703872751
250,5,sequence,2,8192,0.984955734933338,0.984955734933338,0.009578281227732077,0.8050407407546359,0.8032783857833948
250,6,sequence,2,8192,0.9848674552594853,0.9848674552594853,0.0074082730625377735,0.858660474930781,0.8556929134332992
250,7,sequence,2,8192,0.9806918184704116,0.9806918184704116,0.011543124350282596,0.8356278081764993,0.8315750044012249
250,8,sequence,2,8192,0.9785446817944555,0.9785446817944555,0.00892619373917114,0.8064585761611659,0.8028784917133971
250,9,sequence,2,8192,0.9800984250409391,0.9800984250409391,0.01666976743581472,0.76871557582358,0.7658330833790334
275,2,sequence,2,8192,0.9929840979382561,0.9929840979382561,0.0076515057971846545,0.864246131092458,0.8620427343168582
275,3,sequence,2,8192,0.9904336363463428,0.9904336363463428,0.006021998891810654,0.8126836680050589,0.8109490968671764
275,4,sequence,2,8192,0.9818038476032585,0.9818038476032585,0.009331412125902716,0.7598468434372418,0.7560762002285557
275,5,sequence,2,8192,0.9880251185906899,0.9880251185906899,0.007081445923176943,0.7716964719060173,0.7708957328856654
275,6,sequence,2,8192,0.9858378067540956,0.9858378067540956,0.006453048114053672,0.8098029233070687,0.8076903874474652
275,7,sequence,2,8192,0.9820616584987059,0.9820616584987059,0.009970075851015281,0.8265250308516809,0.8238796534885751
275,8,sequence,2,8192,0.9787227121413122,0.9787227121413122,0.009544974560412811,0.7885975904747508,0.7848679261114097
275,9,sequence,2,8192,0.9831998765525362,0.9831998765525362,0.013789411871584889,0.766107774782283,0.765288317540007
300,2,sequence,2,8192,0.9933112139027177,0.9933112139027177,0.007620786585903261,0.8328527194784914,0.8312005851246766
300,3,sequence,2,8192,0.9879627200713922,0.9879627200713922,0.005422535072284518,0.7461802130330953,0.7423838587375625
300,4,sequence,2,8192,0.9730709708983386,0.9730709708983386,0.011393526492611272,0.6784552787321504,0.6756699012419001
300,5,sequence,2,8192,0.9859238593524191,0.9859238593524191,0.008437828419118887,0.7170669248003038,0.7159970861081463
300,6,sequence,2,8192,0.9822788263408639,0.9822788263408639,0.007841371252652607,0.7638313839993459,0.7611170491632204
300,7,sequence,2,8192,0.9820430607565916,0.9820430607565916,0.011335776798659936,0.763832643361258,0.7614827803288291
300,8,sequence,2,8192,0.9786692406532436,0.9786692406532436,0.008733411170396721,0.758830347525379,0.756055492978138
300,9,sequence,2,8192,0.9802186661583571,0.9802186661583571,0.01828462783487339,0.7113587809276974,0.711520052327095
325,2,sequence,2,8192,0.9946463924131801,0.9946463924131801,0.007024788526905468,0.8561220878519664,0.8545920119228942
325,3,sequence,2,8192,0.9857597485382489,0.9857597485382489,0.005730615288484842,0.7736646823835504,0.7725104988414925
325,4,sequence,2,8192,0.9750045619109897,0.9750045619109897,0.009088627244636882,0.6137209030444911,0.6109946294659371
325,5,sequence,2,8192,0.98678017121015,0.98678017121015,0.005410194473370211,0.7596653893840104,0.7585085624087604
325,6,sequence,2,8192,0.9841462182641862,0.9841462182641862,0.005341498233974562,0.7791438521440541,0.7788211354570707
325,7,sequence,2,8192,0.9764694069055904,0.9764694069055904,0.013620123096188763,0.8233016071814329,0.8202254167837366
325,8,sequence,2,8192,0.9727835176179142,0.9727835176179142,0.014212692463843268,0.804961858651014,0.7995310992255928
325,9,sequence,2,8192,0.9828505950963604,0.9828505950963604,0.01237886220587825,0.8124386991449533,0.8100225791506316
350,2,sequence,2,8192,0.9944290062534704,0.9944290062534704,0.007170152033722843,0.8286539859645001,0.8276079277785602
350,3,sequence,2,8192,0.9832398352043058,0.9832398352043058,0.007310910321393749,0.6731122560958317,0.6702439943987877
350,4,sequence,2,8192,0.972490023069718,0.972490023069718,0.00823408072028542,0.5290390867644438,0.5262649268396187
350,5,sequence,2,8192,0.9856916987900617,0.9856916987900617,0.006722069783791085,0.7266544841611872,0.7246463050354437
350,6,sequence,2,8192,0.9816986379174463,0.9816986379174463,0.005140970315551385,0.7727114888954217,0.7698788524941393
350,7,sequence,2,8192,0.9727657381204137,0.9727657381204137,0.009255560649762629,0.8303502811129442,0.8254871600056821
350,8,sequence,2,8192,0.9743262367981955,0.9743262367981955,0.010442940016218927,0.8282282537530775,0.8241569515232352
350,9,sequence,2,8192,0.9816883499894983,0.9816883499894983,0.012439435951819178,0.790290695118981,0.7879617625788279
375,2,sequence,2,8192,0.9938380103135018,0.9938380103135018,0.012511562803410925,0.8336433564227973,0.8317854249964934
375,3,sequence,2,8192,0.9794541925355065,0.9794541925355065,0.007227348580272519,0.6563661535523257,0.6528310415877145
375,4,sequence,2,8192,0.9679295137108103,0.9679295137108103,0.010257720576191787,0.5448392006053181,0.5433771087585642
375,5,sequence,2,8192,0.9862559975912689,0.9862559975912689,0.007510646399168763,0.7352761712062111,0.733377192719948
375,6,sequence,2,8192,0.9830351811657491,0.9830351811657491,0.006173717607453,0.7250870928866272,0.7211529234539318
375,7,sequence,2,8192,0.976146055570491,0.976146055570491,0.010102045649546199,0.8014581163399394,0.7973363586484695
375,8,sequence,2,8192,0.971520271225967,0.971520271225967,0.013688142815226456,0.832509001691714,0.8285459814992153
375,9,sequence,2,8192,0.9789706259908435,0.9789706259908435,0.01367381068848772,0.8257578272771899,0.8231789201200861
400,2,sequence,2,8192,0.9944922410656805,0.9944922410656805,0.011851359631691594,0.828549726101994,0.8270031299842007
400,3,sequence,2,8192,0.9823721505255733,0.9823721505255733,0.006435659463022603,0.6881448312672953,0.6863648897940167
400,4,sequence,2,8192,0.971724227789259,0.971724227789259,0.008309449742228026,0.5355997463993223,0.5328652707719987
400,5,sequence,2,8192,0.9883106779267292,0.9883106779267292,0.004505017106566811,0.7681084843058984,0.7664865805903658
400,6,sequence,2,8192,0.9785405435666473,0.9785405435666473,0.006307752904831432,0.7848495484176821,0.7797278343978513
400,7,sequence,2,8192,0.9735655324915847,0.9735655324915847,0.009800051760976203,0.8169448536221074,0.8122207213779102
400,8,sequence,2,8192,0.9698594164336392,0.9698594164336392,0.013796075808386377,0.8026568833925516,0.797952173801725
400,9,sequence,2,8192,0.9789621386476255,0.9789621386476255,0.011242360704272869,0.8200248752104268,0.8159127221754867
425,2,sequence,2,8192,0.9953767230278804,0.9953767230278804,0.008828971705952426,0.802498608617041,0.8015733838667587
425,3,sequence,2,8192,0.9845036497541918,0.9845036497541918,0.006873315878692665,0.5436022994330959,0.5413796251031147
425,4,sequence,2,8192,0.968843497987343,0.968843497987343,0.008740587104512088,0.3285522201607997,0.32747729814616067
425,5,sequence,2,8192,0.9877368294557952,0.9877368294557952,0.006345791205603746,0.6654769251743947,0.6639698576504476
425,6,sequence,2,8192,0.9795058065500719,0.9795058065500719,0.006475567821325967,0.6864626390596956,0.6825013281146639
425,7,sequence,2,8192,0.9739041779930618,0.9739041779930618,0.008596473147918005,0.8004426309359871,0.7968892523791775
425,8,sequence,2,8192,0.9727367538864884,0.9727367538864884,0.012998640251680627,0.7631427770253457,0.7593936696954924
425,9,sequence,2,8192,0.9774456735571156,0.9774456735571156,0.014618864530348219,0.7544255502850666,0.7511338217300845
450,2,sequence,2,8192,0.9937619193545358,0.9937619193545358,0.009371400617965264,0.8160853471376497,0.813880492382809
450,3,sequence,2,8192,0.979065920024823,0.979065920024823,0.0070283817913150415,0.5581492806652343,0.5534622864401946
450,4,sequence,2,8192,0.9691334796824713,0.9691334796824713,0.008457601345071453,0.44054973099260986,0.4361229345581455
450,5,sequence,2,8192,0.9853477489532644,0.9853477489532644,0.005991438403725624,0.7215601060427373,0.7187770002963698
450,6,sequence,2,8192,0.9794124112628416,0.9794124112628416,0.006131855683634058,0.7455302490209021,0.7411569379921814
450,7,sequence,2,8192,0.9734675233982896,0.9734675233982896,0.009232771739334567,0.807021680861928,0.8028157066464194
450,8,sequence,2,8192,0.9699613172124363,0.9699613172124363,0.013091857101244386,0.7959438616154356,0.7937538922277059
450,9,sequence,2,8192,0.9778326189719013,0.9778326189719013,0.0146323346234567,0.8037483992117016,0.800124956872021
475,2,sequence,2,8192,0.9940076092788659,0.9940076092788659,0.011201799232367193,0.8307133127159235,0.8278540097279199
475,3,sequence,2,8192,0.9827091789399959,0.9827091789399959,0.00684539691064856,0.5437665602311995,0.5422138435970693
475,4,sequence,2,8192,0.9729552310522944,0.9729552310522944,0.008039432565055904,0.30630750210652535,0.30442203553051583
475,5,sequence,2,8192,0.9871909495037563,0.9871909495037563,0.006432928959839046,0.6764528512731883,0.6745776161377067
475,6,sequence,2,8192,0.9826445285123157,0.9826445285123157,0.005166207340153051,0.6038593429615907,0.6010632234463035
475,7,sequence,2,8192,0.9782807572751376,0.9782807572751376,0.00873186111493851,0.7139335371335985,0.7114838147157656
475,8,sequence,2,8192,0.9735707129793976,0.9735707129793976,0.01289407849253621,0.7391877839587082,0.7346427264283781
475,9,sequence,2,8192,0.9815524361444168,0.9815524361444168,0.012401679225149564,0.7417774660939538,0.7397658103343472
500,2,sequence,2,8192,0.9941400093219591,0.9941400093219591,0.011450362007963122,0.8709670436670356,0.8687022604153216
500,3,sequence,2,8192,0.9784206341124649,0.9784206341124649,0.006677938490611268,0.562747990643879,0.5604756338177653
500,4,sequence,2,8192,0.9751692633051952,0.9751692633051952,0.006945293345779646,0.3667361939702297,0.367500874667373
500,5,sequence,2,8192,0.9847325214307442,0.9847325214307442,0.006469147403549869,0.7287258838386856,0.7259800976858909
500,6,sequence,2,8192,0.9785849806242868,0.9785849806242868,0.005302466459397692,0.6772035213601947,0.6730159291834552
500,7,sequence,2,8192,0.973843269838001,0.973843269838001,0.009163916034594877,0.80204701629887,0.7981977286450479
500,8,sequence,2,8192,0.9667061580896485,0.9667061580896485,0.012061283483490115,0.8046483518974283,0.7972449352847786
500,9,sequence,2,8192,0.9753994649774498,0.9753994649774498,0.011362698422090034,0.7990036963882577,0.7943661194799982
