step,layer,split,split_seed,num_parts,part_tokens,num_pairs,mean_pairwise_correlation,min_pairwise_correlation,stdev_pairwise_correlation,mean_pairwise_linf,bias_correlation_full,mean_bias_correlation_parts
25,2,sequence,,2,16384,1,0.8829787702649066,0.8829787702649066,0.0,0.06441194890066981,0.6985601657946382,0.6787475757315722
25,3,sequence,,2,16384,1,0.918471231554092,0.918471231554092,0.0,0.06664553575683385,0.7070822425827973,0.6970092364536251
25,4,sequence,,2,16384,1,0.8364203620200542,0.8364203620200542,0.0,0.12604948109947145,0.6410657783615377,0.6144504667771573
25,5,sequence,,2,16384,1,0.8337222686174285,0.8337222686174285,0.0,0.18050605966709554,0.6531248761207409,0.6264027066234807
25,6,sequence,,2,16384,1,0.9324772631299217,0.9324772631299217,0.0,0.0758905071998015,0.6763050096419232,0.6764943028977759
25,7,sequence,,2,16384,1,0.9416396336351981,0.9416396336351981,0.0,0.07551162160234526,0.699712670925042,0.6885963528401016
25,8,sequence,,2,16384,1,0.9789371411564057,0.9789371411564057,0.0,0.08289765531662852,0.8561335321462277,0.8521843740505453
25,9,sequence,,2,16384,1,0.9843598212437532,0.9843598212437532,0.0,0.05670038238167763,0.8298701681844084,0.8258809937952043
100,2,sequence,,2,16384,1,0.839726411870196,0.839726411870196,0.0,0.03578895596911025,0.9468312599765645,0.9043491120827774
100,3,sequence,,2,16384,1,0.9432684409987114,0.9432684409987114,0.0,0.024135135112373973,0.981772694687832,0.9672501983300685
100,4,sequence,,2,16384,1,0.7875334809339005,0.7875334809339005,0.0,0.11375378007869585,0.9309804873484342,0.8914134945927696
100,5,sequence,,2,16384,1,0.5756339421950519,0.5756339421950519,0.0,0.2593041124391675,0.8233601630405304,0.7836253723272053
100,6,sequence,,2,16384,1,0.8049518597693065,0.8049518597693065,0.0,0.07039558087126352,0.9384020361963186,0.8946596401088136
100,7,sequence,,2,16384,1,0.8138580936078755,0.8138580936078755,0.0,0.06649694390762306,0.9418441503329772,0.8972244738417843
100,8,sequence,,2,16384,1,0.7821249162081817,0.7821249162081817,0.0,0.08197484176798753,0.8961257052118091,0.8641223098634603
100,9,sequence,,2,16384,1,0.7676965085991586,0.7676965085991586,0.0,0.08909723776832834,0.9467851087231354,0.8917534718453941
200,2,sequence,,2,16384,1,0.5933560034193722,0.5933560034193722,0.0,0.03849409320173436,0.8972750408429067,0.7961067336041736
200,3,sequence,,2,16384,1,0.7093616469255709,0.7093616469255709,0.0,0.028225916030351073,0.8879466985138953,0.8255657217533026
200,4,sequence,,2,16384,1,0.5060990848836099,0.5060990848836099,0.0,0.16111345169338165,0.5783135614633159,0.6494411874297885
200,5,sequence,,2,16384,1,0.2740423711190205,0.2740423711190205,0.0,0.3423238904288155,0.2930403265022906,0.5044270617154154
200,6,sequence,,2,16384,1,0.3118804959543211,0.3118804959543211,0.0,0.07065086027796497,0.7996153900232003,0.6527854921525058
200,7,sequence,,2,16384,1,0.4108257030102367,0.4108257030102367,0.0,0.05541886797436746,0.6950297640281433,0.6053850465549142
200,8,sequence,,2,16384,1,0.2897807354298299,0.2897807354298299,0.0,0.2504810661157535,0.4019304116123479,0.5364618568227024
200,9,sequence,,2,16384,1,0.26553764752238634,0.26553764752238634,0.0,0.07393194783162471,0.6762888798520058,0.5570478143255078
350,2,sequence,,2,16384,1,0.38665443364907276,0.38665443364907276,0.0,0.06712272030654276,0.7643201799290884,0.6794779530296251
350,3,sequence,,2,16384,1,0.2602575657342658,0.2602575657342658,0.0,0.053121420791285345,0.5510442579282393,0.4939846742440781
350,4,sequence,,2,16384,1,0.31192583167250687,0.31192583167250687,0.0,0.12227424469892867,0.4095393156262115,0.5008001688195023
350,5,sequence,,2,16384,1,0.1014590315475527,0.1014590315475527,0.0,0.368257422640454,-0.005081043839457118,0.30030699777887876
350,6,sequence,,2,16384,1,0.10626709188942624,0.10626709188942624,0.0,0.07620492716523586,0.5920782837386641,0.5229737189353016
350,7,sequence,,2,16384,1,0.08561330915366826,0.08561330915366826,0.0,0.1085967958533729,0.4842636162234852,0.40416740762130543
350,8,sequence,,2,16384,1,0.07880868011920648,0.07880868011920648,0.0,0.3502737955968769,0.1548009833575261,0.40997817460225344
350,9,sequence,,2,16384,1,0.022272479546747104,0.022272479546747104,0.0,0.07424264217843302,0.5353645758084299,0.4111430396994081
500,2,sequence,,2,16384,1,0.29818589179708005,0.29818589179708005,0.0,0.09781631574514904,0.7418214898901342,0.6462053808785343
500,3,sequence,,2,16384,1,0.2977725013134612,0.2977725013134612,0.0,0.06103574903681874,0.5340767492628022,0.48876871444892545
500,4,sequence,,2,16384,1,0.2703541636845448,0.2703541636845448,0.0,0.11822877934173448,0.2541791339600953,0.41964853801864815
500,5,sequence,,2,16384,1,0.034128732730438566,0.034128732730438566,0.0,0.3084431854986178,-0.11865737568448864,0.24933040619734037
500,6,sequence,,2,16384,1,0.12375708696060542,0.12375708696060542,0.0,0.06264074318823987,0.4939534198566091,0.4748004640084704
500,7,sequence,,2,16384,1,0.05214355221677198,0.05214355221677198,0.0,0.10171720969083253,0.48966948893508794,0.4066968843100102
500,8,sequence,,2,16384,1,0.1078566975777923,0.1078566975777923,0.0,0.36439956237154547,0.02832324455989962,0.3361335548075173
500,9,sequence,,2,16384,1,0.0006489337189305532,0.0006489337189305532,0.0,0.0625379656903533,0.3748835415704725,0.3025058731013254
