dump,step,part,layer,tokens,balanced_load,max_load_over_balanced,min_load_over_balanced,argmax_expert,dead_experts
artifacts/exp1/crossprobe/_superseded_spread_off1_ascending/b_spread_off1/probes/iter_0000000.npz,0,all,7,32768,4096.0,1.7373046875,0.391845703125,16,0
artifacts/exp1/crossprobe/_superseded_spread_off1_ascending/b_spread_off1/probes/iter_0000000.npz,0,all,8,32768,4096.0,2.3349609375,0.380126953125,18,0
artifacts/exp1/crossprobe/_superseded_spread_off1_ascending/b_spread_off1/probes/iter_0000000.npz,0,all,9,32768,4096.0,1.744384765625,0.30810546875,7,0
artifacts/exp1/crossprobe/_superseded_spread_off1_ascending/b_spread_off1/probes/iter_0000001.npz,1,all,2,32768,4096.0,1.620849609375,0.41650390625,19,0
artifacts/exp1/crossprobe/_superseded_spread_off1_ascending/b_spread_off1/probes/iter_0000001.npz,1,all,3,32768,4096.0,2.031005859375,0.52392578125,30,0
artifacts/exp1/crossprobe/_superseded_spread_off1_ascending/b_spread_off1/probes/iter_0000001.npz,1,all,4,32768,4096.0,2.14111328125,0.392333984375,33,0
artifacts/exp1/crossprobe/_superseded_spread_off1_ascending/b_spread_off1/probes/iter_0000001.npz,1,all,5,32768,4096.0,2.36083984375,0.479736328125,62,0
artifacts/exp1/crossprobe/_superseded_spread_off1_ascending/b_spread_off1/probes/iter_0000001.npz,1,all,6,32768,4096.0,1.642578125,0.360107421875,59,0
artifacts/exp1/crossprobe/_superseded_spread_off1_ascending/b_spread_off1/probes/iter_0000001.npz,1,all,7,32768,4096.0,1.73974609375,0.392578125,16,0
artifacts/exp1/crossprobe/_superseded_spread_off1_ascending/b_spread_off1/probes/iter_0000001.npz,1,all,8,32768,4096.0,2.333984375,0.382080078125,18,0
artifacts/exp1/crossprobe/_superseded_spread_off1_ascending/b_spread_off1/probes/iter_0000001.npz,1,all,9,32768,4096.0,1.744384765625,0.308349609375,7,0
