run,layer,pair,unit_x,unit_y,rho,c_x,c_y,kappa,kappa_boot_low,kappa_boot_high,kappa_boot_undefined
b,2,identity:spread,u0,,0.9696907255461815,0.8215859738093209,nan,0.8472659912742383,nan,nan,nan
b,3,tail-strided,u0,u1,0.8196334653089821,0.6390333423035424,0.6205433088335248,0.6955653940632636,0.515747377561701,0.8363912048513389,0.0
b,3,tail-spread,u0,u0,0.8333491203016354,0.6390333423035424,0.699285158948273,0.7322770515904593,0.5522347150579757,0.8672223429465669,0.0
b,3,tail-spread,u0,u1,0.7880671383360064,0.6390333423035424,0.5521855247382987,0.6691487314868395,0.46609967207414754,0.8358227771556321,0.0
b,3,strided-spread,u1,u0,0.8930665583615086,0.6205433088335248,0.699285158948273,0.6970618115019983,0.5511640844081368,0.8160120063492365,0.0
b,3,strided-spread,u1,u1,0.8764150433897976,0.6205433088335248,0.5521855247382987,0.6252787156219841,0.44706088085273926,0.7686548650673385,0.0
b,3,identity:tail,u0,,0.8745435038271173,0.6390333423035424,nan,0.7307050358353226,nan,nan,nan
b,3,identity:strided,u1,,0.9372129136196865,0.6205433088335248,nan,0.6621156194240579,nan,nan,nan
b,3,identity:spread,u0,,0.9528961299864331,0.699285158948273,nan,0.7338524493306832,nan,nan,nan
b,4,tail-strided,u0,u1,0.6918605537890761,0.5632031957824051,0.7228217273606342,0.7670768381560521,0.5789323255715193,0.8951261279104057,0.0
b,4,tail-spread,u0,u0,0.7880165133308149,0.5632031957824051,0.8039740711647837,0.7580291684302631,0.6054016206020607,0.8637480715908691,0.0
b,4,tail-spread,u0,u1,0.7698372902258106,0.5632031957824051,0.660328373479975,0.695045222602875,0.5063811633361118,0.8298663630742568,0.0
b,4,strided-spread,u1,u0,0.8869968557220844,0.7228217273606342,0.8039740711647837,0.80942307379785,0.6671580191712863,0.9049675991414801,0.0
b,4,strided-spread,u1,u1,0.8738487137147549,0.7228217273606342,0.660328373479975,0.739056180165939,0.5541838303234291,0.867252011538044,0.0
b,4,identity:tail,u0,,0.783999713805275,0.5632031957824051,nan,0.7183716854293266,nan,nan,nan
b,4,identity:strided,u1,,0.8824755183021867,0.7228217273606342,nan,0.8190841698943515,nan,nan,nan
b,4,identity:spread,u0,,1.0051234706528702,0.8039740711647837,nan,0.7998759303099037,nan,nan,nan
b,5,tail-strided,u0,u1,0.8016610854860089,0.7652292858096363,0.7240214994361845,0.831335107480915,0.6849306926727652,0.93272522323228,0.0
b,5,tail-spread,u0,u0,0.8385757342010168,0.7652292858096363,0.8179523027366791,0.8639500524635737,0.7548184489067563,0.9408825934763496,0.0
b,5,tail-spread,u0,u1,0.8147662898348568,0.7652292858096363,0.7637591048089487,0.84694940132345,0.7154925717561189,0.9357682418714726,0.0
b,5,strided-spread,u1,u0,0.8718466921561916,0.7240214994361845,0.8179523027366791,0.8241754215094215,0.6957730121353904,0.9030631044644237,0.0
b,5,strided-spread,u1,u1,0.8923532526520258,0.7240214994361845,0.7637591048089487,0.7872007986437511,0.6431474688274648,0.8799147745763777,0.0
b,5,identity:tail,u0,,0.8781050700132287,0.7652292858096363,nan,0.8714552642294938,nan,nan,nan
b,5,identity:strided,u1,,0.912944376319262,0.7240214994361845,nan,0.7930620070800348,nan,nan,nan
b,5,identity:spread,u0,,0.9549833645629487,0.8179523027366791,nan,0.8565094776399771,nan,nan,nan
b,6,tail-strided,u0,u1,0.7232303389856307,0.7841850563906124,0.6845447112763992,0.8615329115822332,0.7488756428460415,0.944273121498957,0.0
b,6,tail-spread,u0,u0,0.8526927361383807,0.7841850563906124,0.8641311497068953,0.8914619881698504,0.8047449599847454,0.9464199501793832,0.0
b,6,tail-spread,u0,u1,0.8140075841558961,0.7841850563906124,0.7868702118572596,0.8706560210916361,0.774955083665415,0.9373297850462288,0.0
b,6,strided-spread,u1,u0,0.8706373548141245,0.6845447112763992,0.8641311497068953,0.8242749310714659,0.7198352874023174,0.8984294649587755,0.0
b,6,strided-spread,u1,u1,0.9401750818430096,0.6845447112763992,0.7868702118572596,0.7569167114508666,0.6298512909540567,0.8545283845852464,0.0
b,6,identity:tail,u0,,0.8416198140729961,0.7841850563906124,nan,0.9317568850899199,nan,nan,nan
b,6,identity:strided,u1,,0.859331406999055,0.6845447112763992,nan,0.7966015273047642,nan,nan,nan
b,6,identity:spread,u0,,1.0131566793939861,0.8641311497068953,nan,0.8529096903588204,nan,nan,nan
b,7,tail-strided,u0,u1,0.638033860411174,0.7723913609673717,0.7213006702775366,0.9344477185762022,0.857041966525743,1.0300479392948805,0.0
b,7,tail-spread,u0,u0,0.7840764757318518,0.7723913609673717,0.8446038205830496,0.912149475151496,0.8391720643038363,0.9697626864322251,0.0
b,7,tail-spread,u0,u1,0.684892700552165,0.7723913609673717,0.7528589637795657,0.9214340309274864,0.8302957872636347,1.0074028939571855,0.0
b,7,strided-spread,u1,u0,0.8713936375060009,0.7213006702775366,0.8446038205830496,0.836137104967618,0.7642042624702262,0.9003902404010318,0.0
b,7,strided-spread,u1,u1,0.910780737236815,0.7213006702775366,0.7528589637795657,0.7721613548925091,0.6846345068903938,0.8591470339069052,0.0
b,7,identity:tail,u0,,0.7576940614599496,0.7723913609673717,nan,1.019397406228977,nan,nan,nan
b,7,identity:strided,u1,,0.8420731966432331,0.7213006702775366,nan,0.856577163544531,nan,nan,nan
b,7,identity:spread,u0,,1.034819349410061,0.8446038205830496,nan,0.816184796954704,nan,nan,nan
b,8,tail-strided,u0,u1,0.6819118557412349,0.7810287492905376,0.746791031955098,0.9248449650703866,0.8161206145290244,1.018519968588446,0.0
b,8,tail-spread,u0,u0,0.6375635215564817,0.7810287492905376,0.6241874055934481,0.874438520057738,0.7772648113501264,0.9430224814630671,0.0
b,8,tail-spread,u0,u1,0.49573624861823573,0.7810287492905376,0.4616467176324481,0.8528311370783233,0.7251613932991363,0.9579941891077248,0.0
b,8,strided-spread,u1,u0,0.631460758446352,0.746791031955098,0.6241874055934481,0.8591794170633195,0.7670389805158692,0.9310573918055447,0.0
b,8,strided-spread,u1,u1,0.5377599520200161,0.746791031955098,0.4616467176324481,0.8006822387296186,0.6676655351916938,0.9082848879699722,0.0
b,8,identity:tail,u0,,0.8297603294499419,0.7810287492905376,nan,0.9412702940477895,nan,nan,nan
b,8,identity:strided,u1,,0.8218178569627238,0.746791031955098,nan,0.9087062609166098,nan,nan,nan
b,8,identity:spread,u0,,0.7683706956430782,0.6241874055934481,nan,0.8123519144246414,nan,nan,nan
b,9,tail-strided,u0,u1,0.7793346518280833,0.81688523939693,0.7091687131560429,0.8621708089244176,0.6972199249290024,0.9572330908854595,0.0
b,9,tail-spread,u0,u0,0.9036323352858223,0.81688523939693,0.8393076008587032,0.8710542836061801,0.7696048138066597,0.9347649730670391,0.0
b,9,tail-spread,u0,u1,0.8176838153655753,0.81688523939693,0.7490185968938458,0.8650358845487862,0.7165819998654992,0.953029384401786,0.0
b,9,strided-spread,u1,u0,0.8824656933566158,0.7091687131560429,0.8393076008587032,0.8212709218129816,0.6811492370045663,0.9021080049740237,0.0
b,9,strided-spread,u1,u1,0.955663329598848,0.7091687131560429,0.7490185968938458,0.7455360066378924,0.58939234954135,0.8526876696764112,0.0
b,9,identity:tail,u0,,0.8933239130649239,0.81688523939693,nan,0.914433418214745,nan,nan,nan
b,9,identity:strided,u1,,0.8723987351399197,0.7091687131560429,nan,0.8128951643221982,nan,nan,nan
b,9,identity:spread,u0,,1.011539400289343,0.8393076008587032,nan,0.8297329798707057,nan,nan,nan
