step,layer,rho,corr_bias_a,corr_bias_b,kappa,rho_fisher_low,rho_fisher_high,rho_boot_low,rho_boot_high,kappa_boot_low,kappa_boot_high,boot_resamples,kappa_boot_undefined
350,4,0.31172640941460067,0.2817996142470993,0.7198937210050872,0.8067102801898689,0.07138259990234554,0.5178583055701682,0.08323999072578547,0.4874348528663677,0.3500820868028426,1.7364312550021443,10000,149
350,5,0.10145301705369576,-0.07882366709461806,0.6794573472710038,nan,-0.14805281815086055,0.3388170324763028,-0.0018679447896861824,0.2762831779106616,0.3533910855698921,2.409416535344548,10000,6720
350,6,0.1063038184794398,0.3192314139851188,0.7267161870497196,1.4772731189107173,-0.14325313367475648,0.34315059093734435,-0.08298196249374384,0.2940012765298492,1.040433520589617,4.0931495164271405,10000,1305
350,7,0.08558418259782544,0.11675560862252861,0.6915732234474566,0.971317486498689,-0.1636727399147473,0.3245695816351479,-0.07100853266896825,0.3301266967901584,0.39454737817545327,2.325016796381619,10000,2649
350,8,0.07812996031101233,0.05323281636438102,0.7666770970335669,0.7227484432990816,-0.17096714866259344,0.3178393412163722,0.0038518135506026047,0.19994648338392512,0.26177157687285457,1.7867312825547128,10000,1253
350,9,0.022271678740487286,0.0684700280105346,0.753819405431446,1.5223251861845035,-0.22477249428798238,0.2666256035138301,-0.1663203259703109,0.22593517513250722,0.38114287366873095,4.339702437076442,10000,4736
500,2,0.29813302157192545,0.45607057543267954,0.8363952924633342,1.1311410819122576,0.05645685592570517,0.5068053291813116,0.18924420015028814,0.5773551174765801,0.8586100174809067,1.2960043175055695,10000,0
500,3,0.29778536407131706,0.32090352971836006,0.6566519040067379,0.8412075784951442,0.05607653425027935,0.5065217412789831,0.1643521411324135,0.4612881261531012,0.4453290060552527,1.1922361175048355,10000,34
500,4,0.2703965834931666,0.11657302028548269,0.7227662171592826,0.558209658813647,0.026333265799364937,0.4840375936158807,0.07110930349671987,0.4310998935614121,0.15879032082145667,1.9123189448732603,10000,1352
500,5,0.0340666373794975,-0.203078843703274,0.7018070810934902,nan,-0.21353513017439604,0.27755598666187786,-0.12072673265187354,0.2016039649437159,0.1253073169701794,2.062165346132483,10000,8222
500,6,0.1237136533949906,0.2614308192801185,0.68814293240018,1.205893356965543,-0.12592954212383403,0.3586214119401734,-0.10911572566971288,0.334718671354054,0.8690640113293269,3.135483404774394,10000,1374
500,7,0.05212556962081187,0.09134403083260687,0.7220420270125701,1.124853379750644,-0.19620201622129696,0.2941699339923419,-0.12253012317789663,0.31613606619523477,0.5104780720955989,2.864290606009253,10000,3328
500,8,0.10791647749802706,-0.06181119366432878,0.7342074314052828,nan,-0.14165486430433538,0.3445890616143222,-0.0313555626273032,0.23857688756412207,0.09649176241069035,2.4002513670948855,10000,8430
500,9,0.000589138777377113,-0.10040813339251149,0.7053991771369597,nan,-0.24525999449606692,0.24636707543825279,-0.19567316533244594,0.20097192898521435,0.1401760466835342,1.5748886073921327,10000,8549
