step,layer,admissible,refused_reason,bias_from,load_ratio_tail,load_ratio_strided,rho,corr_bias_tail,corr_bias_strided,kappa,rho_boot_low,rho_boot_high,kappa_boot_low,kappa_boot_high,kappa_boot_undefined
475,2,True,,A,1.5698,1.6006,0.8883114867225459,0.83072508790991,0.8656830503994494,0.8997575122772974,0.6054996464401975,0.9633334185848771,0.6847577086944712,0.960082426009245,0
475,3,True,,A,1.6812,1.5835,0.7576664668583597,0.5437666206796624,0.5823315782205231,0.6464760047321526,0.6371741143092678,0.8540125920946453,0.4231525665906196,0.8064507578983394,0
475,4,True,,A,2.0503,1.6206,0.5248457579424622,0.3063143778551287,0.4899957543570617,0.5347662667242962,0.31489223064595606,0.7148791416762754,0.25287962644215506,0.7539862663800058,23
475,5,True,,A,2.0923,1.6895,0.7629810689658231,0.6764528072667294,0.5541332731063702,0.7009208592130871,0.6026218370087806,0.858678292401299,0.46405999043271334,0.8648366401696066,0
475,6,True,,A,1.8564,1.9653,0.7205914541197191,0.6038447574065647,0.6472384793912902,0.7364618606797813,0.5880728244765303,0.8213308569682086,0.6269695802221277,0.8469897748767508,0
475,7,True,,A,2.0352,2.1309,0.4897226529901884,0.713949404165645,0.5486706894466092,0.8943643943788548,0.29874464458083866,0.7104090202783969,0.7379686716600415,1.1074387982820957,0
475,8,True,,A,2.2666,1.8584,0.5336572250556405,0.7391888765838367,0.5448975936066294,0.868768287678098,0.3631838498013238,0.7127484908562157,0.7382627098639281,0.9913920203541744,0
475,9,True,,A,2.189,2.0425,0.5557652475703756,0.7417910734888827,0.4824912903821547,0.8024904027502593,0.29066834720066437,0.8029515500697453,0.5548966383699304,0.9868477039552558,4
500,2,True,,A,1.5366,1.4883,0.8997031969698995,0.8709669878819853,0.8789800392713489,0.9224455109525034,0.5644486545621772,0.9685893233986635,0.7367264940882771,0.9725864561456092,0
500,3,True,,A,1.5801,1.6763,0.7440433608124767,0.5627771181617562,0.6389151421979246,0.695169457859714,0.6223433125104607,0.8440751603446083,0.4841739894499558,0.8438159567211346,0
500,4,True,,A,1.8584,1.6255,0.524991015939061,0.36677772004438225,0.5206664400672099,0.6031222221569771,0.3364573571438709,0.7061416152845998,0.33086918000647275,0.8038505653269123,7
500,5,True,,A,1.7876,1.6138,0.751675559971718,0.7286866922752134,0.5937249307182086,0.7586611534242058,0.5923113888564867,0.8506709885326623,0.5453391760154608,0.8866239855361993,0
500,6,True,,A,1.7549,2.2578,0.6886124920473453,0.6772035831058066,0.6271662975577781,0.7853505122744066,0.5349615603425778,0.8104144937367803,0.6852206845795896,0.8851869241746434,0
500,7,True,,A,1.9575,2.165,0.4984815539578763,0.8020587189137258,0.5948385732772976,0.9783136153602396,0.3184522153485221,0.7075354816517697,0.8736909948683058,1.1264049690283742,0
500,8,True,,A,2.1118,1.7021,0.5122995548912701,0.8046681645900194,0.5653481085063721,0.942332982801886,0.34101936611533085,0.693634413472043,0.8077117159721289,1.0675451016072108,0
500,9,True,,A,2.082,1.9678,0.5322046222755238,0.7990179271831699,0.43260435311770906,0.8059059891834217,0.28808317542112055,0.7774040142746825,0.5498977115041164,0.9774259977547899,8
