step,layer,admissible,refused_reason,bias_from,load_ratio_tail,load_ratio_strided,rho,corr_bias_tail,corr_bias_strided,kappa,rho_boot_low,rho_boot_high,kappa_boot_low,kappa_boot_high,kappa_boot_undefined
300,8,True,,A,2.0029,1.7104,0.6045318587265519,0.7588393160331146,0.6321453143194731,0.8907868084772409,0.3979776746818246,0.7683785116016311,0.7820957826416178,0.9954677569862062,0
300,9,True,,A,1.9644,1.9951,0.5258927938039435,0.711248452732923,0.43340228917327017,0.7656101066768132,0.26765421118031385,0.7643893788597184,0.5374572605495204,0.956346779218438,3
325,2,True,,A,1.5225,1.4932,0.8837566396266459,0.8561204272980186,0.8409860608178051,0.9026003211650119,0.6063925927813053,0.9565636915597359,0.7759475351228416,0.9588497260634079,0
325,3,True,,A,1.7148,1.5435,0.8096240222077952,0.7736475197085015,0.7473318128093812,0.845058181861737,0.6756320067677988,0.8988336113662413,0.7240493993644612,0.9223220204502466,0
325,4,True,,A,1.9873,1.5576,0.5616196039710414,0.6137468430535489,0.4905935795886145,0.7322079438380696,0.3771403251177877,0.7349367321904087,0.5172671264209217,0.9003589717984073,0
325,5,True,,A,1.7236,1.7578,0.6508143273459215,0.759523368941904,0.5146045510303986,0.774959183467969,0.44209091320598,0.7933171295897573,0.5930069060601145,0.9039588412865603,2
325,6,True,,A,1.897,2.0225,0.7839681082172341,0.7791315579265305,0.673748653558079,0.8182860639019054,0.6669144699031534,0.867896655540025,0.7143020161863018,0.8968406312943776,0
325,7,True,,A,2.0107,2.5522,0.44309349303284423,0.8233015471888259,0.46659553862043984,0.9311123147290878,0.2482291955585845,0.6784134252789056,0.7866050042944034,1.0724628670088105,0
325,8,True,,A,2.1543,1.9014,0.5565161866434403,0.8049212403723683,0.6064337413781129,0.9365467736725104,0.357310821343824,0.7417015716969797,0.8101128432295359,1.0560362232193161,0
325,9,True,,A,2.0879,1.8823,0.5107117054769259,0.8124213412280585,0.39545676571764443,0.7931443971583746,0.25252371076437685,0.7644537238744633,0.5295479032832552,0.9589168342830366,11
350,2,True,,A,1.6089,1.5205,0.8881335781998465,0.8286424042444566,0.8416755620287057,0.8861694840996384,0.6331500484307128,0.9585208350112656,0.7290274278861222,0.9528041198338263,0
350,3,True,,A,1.6797,1.7646,0.8137415947226244,0.6730146678434727,0.6326000355976623,0.7233252284692436,0.7105255936088781,0.8917888939494317,0.5550753323256533,0.8470282839976901,0
350,4,True,,A,2.1187,1.6021,0.5480016821840993,0.5290739834180019,0.3887953888823666,0.6126716855981094,0.3622428216280715,0.7326387198959017,0.3446366964764322,0.8280153554536698,12
350,5,True,,A,2.019,1.6328,0.6632607555414416,0.7265778287820069,0.4782746948302502,0.7238317378393971,0.4484666450957627,0.8056910382067957,0.4918667672576051,0.8739269797599429,11
350,6,True,,A,1.7256,2.0337,0.7582541045812401,0.7727114533682463,0.6486427523431163,0.813025326957751,0.6326475930544364,0.8506610042469713,0.7179893257886375,0.8935619577583505,0
350,7,True,,A,1.8867,2.0098,0.4665703005233771,0.8303541152436386,0.4986146663212775,0.9420102977333901,0.27226546044657374,0.6776488188382438,0.829698415296341,1.0698271876260232,0
350,8,True,,A,2.2295,1.7334,0.5812797187133216,0.8281304109476602,0.6201921534056258,0.9399828178445229,0.39990339472951875,0.7513721234636185,0.8278350992170554,1.0410930265280438,0
350,9,True,,A,2.0308,2.3188,0.5464366582134468,0.7902700349781212,0.45972042944692165,0.8153888078569828,0.2548659980498049,0.7813184403483696,0.6113713083088215,0.9933096270253848,10
375,2,True,,A,1.5566,1.4624,0.908603370707314,0.8336294624359226,0.8514760776307307,0.883864276603564,0.6494311201842087,0.967996713587413,0.7187651588596657,0.9527414692396851,0
375,3,True,,A,1.5977,1.5645,0.7734215187729288,0.6562160713263957,0.6370575666633316,0.7351985550622748,0.6479059326766898,0.8629503218104739,0.5757032010552279,0.8528818995806321,0
375,4,True,,A,1.7988,1.5991,0.5305829655017755,0.544851580977201,0.5011752124606303,0.7173931870008311,0.3501469012501575,0.7044349217603646,0.5037405967697268,0.8905665009179977,0
375,5,True,,A,1.6387,1.8628,0.6905682661761342,0.7352588348039358,0.5075383929622119,0.7351082001014485,0.5088797341925645,0.8124017620109811,0.536002385892194,0.8835620832236503,3
375,6,True,,A,1.9116,2.2896,0.7066935782566992,0.7250566615033793,0.647105821531704,0.814813197229679,0.5535713658080446,0.8248193348534599,0.7071133031802855,0.9075347569953404,0
375,7,True,,A,1.959,2.4121,0.4740636880368023,0.8014577265800551,0.5086126084176905,0.9272898918595989,0.28892931176856657,0.6936365349755608,0.787760978486708,1.0940250329689991,0
375,8,True,,A,1.979,1.9048,0.5622413001160357,0.8325116114011881,0.6165251679968934,0.9554526797467494,0.38165198649139265,0.7432077407870993,0.8272437447351849,1.0647190807620106,0
375,9,True,,A,1.939,1.7075,0.6147860818560927,0.8258011758413986,0.48635126634807024,0.8082593932439808,0.31203373753833197,0.8223049794625882,0.6353270482405944,0.9259030623507031,2
400,2,True,,A,1.5083,1.5342,0.8811729390810755,0.8285566783950026,0.8418889639650119,0.8897294043354527,0.59170941105287,0.9573905263158562,0.7481751942713256,0.9555575354894837,0
400,3,True,,A,1.6743,1.6655,0.7927808023936155,0.6881596321146736,0.6554638822641714,0.7542970635499123,0.6948450143173142,0.8709196910692563,0.58977078446646,0.8668374301614835,0
400,4,True,,A,1.7607,1.5894,0.5180239481635829,0.5354985110485235,0.48688317861821295,0.7094415171489443,0.3237475986328881,0.7028693049017517,0.4831114114831,0.8977101630030426,0
400,5,True,,A,1.6636,1.7144,0.6837996800976166,0.7681117553077527,0.5749404139584837,0.8036356197728608,0.5151754560063639,0.8026046889274551,0.6606746182320313,0.9093492822095459,0
400,6,True,,A,1.9463,2.0991,0.7325291955907557,0.7849339776928155,0.6516770458862664,0.835642091180404,0.5953932581035795,0.8327155960728706,0.7418648732413948,0.9202910775595896,0
400,7,True,,A,1.9604,2.0986,0.4751991421990371,0.8169454285993499,0.5694580947503753,0.9894402762790284,0.27189636472603884,0.6918548519558969,0.8727537347549326,1.1828806908541176,0
400,8,True,,A,2.3374,1.9146,0.46138191897690445,0.8026841421355899,0.5598412642516248,0.9869030905325559,0.24049644721151683,0.6830625048467855,0.8563347333183513,1.1796237721821587,0
400,9,True,,A,2.0459,1.9575,0.49218013659244836,0.820025418023674,0.4355917311763127,0.8519055142624711,0.23390265484569192,0.7481796839253013,0.6514930187022367,1.0214197308681072,0
425,2,True,,A,1.6572,1.4258,0.9081819053033527,0.802491869668548,0.8472493114425992,0.8652458211407534,0.5836187690811401,0.9716795389970978,0.6864064440786435,0.9409592976455348,0
425,3,True,,A,1.7905,1.5938,0.769532339440416,0.5436023655632282,0.6198669863596431,0.6617233878057838,0.6545268828777195,0.8532490549268757,0.46173602190107593,0.8089721686729344,0
425,4,True,,A,1.9863,1.7266,0.5139322118357038,0.3284866153571731,0.47059826270263716,0.548442471776659,0.30663418927126657,0.7013838855575726,0.27011970087396603,0.7576258351493754,18
425,5,True,,A,1.9492,1.6279,0.740014736879198,0.6655093319604964,0.4778712228872692,0.6555598236921452,0.5472389471578663,0.8590983680715065,0.42036859764852924,0.8218217738291028,2
425,6,True,,A,1.7729,2.1064,0.6794519803129375,0.6863946713879604,0.6187098020020456,0.7905895426597654,0.5157098710167289,0.8078191613573842,0.6578448067287063,0.9076902471096768,0
425,7,True,,A,2.0977,2.3096,0.46637898086860186,0.8004215881807384,0.5772098534937918,0.9953063625953247,0.2523636964932561,0.6960827146502087,0.8754449002194162,1.2052007723548832,0
425,8,True,,A,2.4175,1.8833,0.46068899230050897,0.7630800996079373,0.4850218083567118,0.8963173011021061,0.28295167631705953,0.6545451668396913,0.7286877620837563,1.0483951656211163,0
425,9,True,,A,2.3398,1.9365,0.5313796306168407,0.7544188006408377,0.4775645863531084,0.8234170535077114,0.25556334581711676,0.7774683737166005,0.6061393684842578,1.0408530044279671,0
450,2,True,,A,1.5098,1.3965,0.8981533869703868,0.8160665934413535,0.8572604550675158,0.8825593883681486,0.5942140597051131,0.966811136045671,0.667769124454467,0.9546199053263702,0
450,3,True,,A,1.6528,1.6655,0.7471328677987853,0.5581301358231298,0.6193198761679742,0.6801838629538735,0.6242829498276673,0.8476612210004583,0.46136543573898875,0.8372957611883333,0
450,4,True,,A,1.9355,1.7979,0.5563225594855671,0.44048536008120076,0.5451222222031417,0.6569757615859037,0.3716023408713494,0.7303396514755408,0.4431854764241662,0.8320665966586822,0
450,5,True,,A,1.7612,1.7417,0.735983545194502,0.7214875835564247,0.603857687493521,0.7693920210700669,0.5654860519100722,0.8431126034416563,0.6181778406474533,0.8885651181459028,0
450,6,True,,A,1.9189,2.1543,0.7225481564103896,0.7454384927040425,0.6290163241373453,0.8055703387040067,0.5914577909400367,0.8260490155611381,0.6973381177173817,0.9011576722450535,0
450,7,True,,A,2.0034,1.9731,0.5206867684921922,0.8068677194007156,0.6110647422578979,0.973097849225165,0.32652837776384086,0.7386293517617113,0.8536591821612177,1.1258262506701842,0
450,8,True,,A,2.1025,1.6836,0.5777507942474915,0.7959806237716848,0.5833610316088882,0.8964987325498239,0.41391166113186906,0.7512499054611826,0.783717428811871,0.9958062659161683,0
450,9,True,,A,1.9429,2.1606,0.5459014974555328,0.8038109667907711,0.5018638241117819,0.8596323814634694,0.33532120320786835,0.7730839817238558,0.6471136490649155,1.0158947049070957,0
