step,layer,split,num_parts,part_tokens,mean_pairwise_correlation,min_pairwise_correlation,mean_pairwise_linf,bias_correlation_full,mean_bias_correlation_parts
100,3,stride,2,8192,0.9996200591078699,0.9996200591078699,0.0024154559159796918,0.9706949723030417,0.9706365450832997
100,4,stride,2,8192,0.9997218211743817,0.9997218211743817,0.003164512984767498,0.9469479111992727,0.946880206871614
100,5,stride,2,8192,0.9996880639125956,0.9996880639125956,0.0022271111065492732,0.9400595356170873,0.9398336246006522
100,6,stride,2,8192,0.9998105249033716,0.9998105249033716,0.0016455416862299899,0.9399784663018179,0.9399849281834657
100,7,stride,2,8192,0.9998725429246473,0.9998725429246473,0.0020922134372085566,0.9012806846438126,0.9012920148964475
100,8,stride,2,8192,0.9998407230542954,0.9998407230542954,0.0017573088243807433,0.8873028948705464,0.8872480047117117
100,9,stride,2,8192,0.9995312735397812,0.9995312735397812,0.0038388120447052643,0.8718047712684742,0.871439956426904
125,2,stride,2,8192,0.998691929106364,0.998691929106364,0.005088166493806057,0.8703315733617966,0.8696518064813141
125,3,stride,2,8192,0.9993359548631665,0.9993359548631665,0.002580883583505056,0.9432437975956551,0.9429134348022485
125,4,stride,2,8192,0.9996152210589889,0.9996152210589889,0.002241298323497176,0.9173904592474242,0.9172605856439832
125,5,stride,2,8192,0.9996612130786936,0.9996612130786936,0.0027526672538442654,0.8878445486511161,0.8874922755487442
125,6,stride,2,8192,0.9997506440726748,0.9997506440726748,0.0016515818679181393,0.9414441852529254,0.9415731037022073
125,7,stride,2,8192,0.999696571972221,0.999696571972221,0.002326942926629272,0.9305542195692363,0.9306383870492673
125,8,stride,2,8192,0.9997418677735772,0.9997418677735772,0.002702952322579222,0.8868480928321896,0.8869227077573838
125,9,stride,2,8192,0.9985483552646927,0.9985483552646927,0.006439746785872558,0.859422666574217,0.8588174445645514
150,2,stride,2,8192,0.9977178976086403,0.9977178976086403,0.009532425003271783,0.9090656505938299,0.9091633559411937
150,3,stride,2,8192,0.9990438148137402,0.9990438148137402,0.0024853654322214425,0.9496018058166078,0.9491356864827591
150,4,stride,2,8192,0.9990590976454019,0.9990590976454019,0.003736569320608396,0.9233932011861959,0.9234864707942676
150,5,stride,2,8192,0.9989380204793501,0.9989380204793501,0.004432118130353047,0.9190294508291701,0.9187815738132019
150,6,stride,2,8192,0.999422185019407,0.999422185019407,0.0027091619522252586,0.925303116893846,0.9250809558340631
150,7,stride,2,8192,0.9995376363349109,0.9995376363349109,0.003822654456598684,0.9141479721510554,0.9136838345609
150,8,stride,2,8192,0.9988173533453333,0.9988173533453333,0.0036575657795765437,0.9207705394218445,0.9203805958257686
150,9,stride,2,8192,0.9986173921562251,0.9986173921562251,0.005716938191653753,0.836768486320696,0.8369145603997313
175,2,stride,2,8192,0.9972453162075063,0.9972453162075063,0.007198981496003398,0.9124406465197528,0.9118534509771874
175,3,stride,2,8192,0.9981991295197081,0.9981991295197081,0.002905780902437982,0.9443054598478821,0.9441748422309548
175,4,stride,2,8192,0.9984762173223561,0.9984762173223561,0.00276917756855255,0.8995333403019,0.8987076951973549
175,5,stride,2,8192,0.9984883734578768,0.9984883734578768,0.004363010811175627,0.8816757581971706,0.8814395499314938
175,6,stride,2,8192,0.9994652764094935,0.9994652764094935,0.0017105863244069042,0.9132394300698445,0.9133989161614897
175,7,stride,2,8192,0.9993656172766925,0.9993656172766925,0.0032058480701380176,0.9211164645283155,0.9205492437872567
175,8,stride,2,8192,0.998666082769967,0.998666082769967,0.0027294865794829093,0.8818648163079932,0.8807658762321031
175,9,stride,2,8192,0.9988044257665416,0.9988044257665416,0.003594987109863723,0.8442093482777074,0.8437402296651267
200,2,stride,2,8192,0.9977301525459298,0.9977301525459298,0.005001064160751412,0.9064280429424746,0.9062881804776612
200,3,stride,2,8192,0.997685634509944,0.997685634509944,0.003677763166706427,0.9174568976059013,0.9167284371721702
200,4,stride,2,8192,0.9985601605903748,0.9985601605903748,0.002087387205392588,0.869943096715633,0.8695356369911376
200,5,stride,2,8192,0.9979950380256769,0.9979950380256769,0.004385069960335386,0.8365306368113706,0.8361021879125508
200,6,stride,2,8192,0.999432588410505,0.999432588410505,0.002306943933945149,0.8814399981896804,0.88169140876472
200,7,stride,2,8192,0.9989359759567443,0.9989359759567443,0.004653047930332832,0.902244788353184,0.9015857005637433
200,8,stride,2,8192,0.9986666905838523,0.9986666905838523,0.003201052561053075,0.8240075200541915,0.8236716947419103
200,9,stride,2,8192,0.998671526886477,0.998671526886477,0.004740461181427236,0.8045607633276884,0.8043376065119525
225,2,stride,2,8192,0.9976489351916792,0.9976489351916792,0.0058213768161294865,0.8752020706843285,0.8744830517165099
225,3,stride,2,8192,0.9967779625826962,0.9967779625826962,0.003371631017216714,0.8694274518997449,0.8680739277308568
225,4,stride,2,8192,0.9975682895483141,0.9975682895483141,0.002893597793445224,0.8436309906077856,0.8424324215151333
225,5,stride,2,8192,0.9972813258827699,0.9972813258827699,0.004236223205225542,0.7878629566485611,0.7874877891871069
225,6,stride,2,8192,0.9991337436701134,0.9991337436701134,0.0017654558523645392,0.8535041501820672,0.853151640398771
225,7,stride,2,8192,0.9987883361435719,0.9987883361435719,0.004686389507696731,0.8804463335960048,0.8802975503792199
225,8,stride,2,8192,0.9982286001049093,0.9982286001049093,0.0030455169289780315,0.8003669297362086,0.7997956217803222
225,9,stride,2,8192,0.998773223892929,0.998773223892929,0.0036416733055375516,0.7600917313313785,0.7601260640996153
250,2,stride,2,8192,0.9976663645580095,0.9976663645580095,0.007743156420474406,0.8566370415620232,0.8562060825894144
250,3,stride,2,8192,0.9959662597184331,0.9959662597184331,0.004348785138063249,0.8576683074703955,0.8565909746311626
250,4,stride,2,8192,0.9974793737425915,0.9974793737425915,0.003217797482648166,0.8158504089409562,0.8157198565508097
250,5,stride,2,8192,0.9972568706641057,0.9972568706641057,0.004687472961450112,0.8050539797500004,0.8042582777226686
250,6,stride,2,8192,0.9988678387842613,0.9988678387842613,0.002271718651172705,0.8587596050174718,0.8577154789051795
250,7,stride,2,8192,0.9988636572297195,0.9988636572297195,0.003471533542324323,0.8356226291885803,0.8352920714541368
250,8,stride,2,8192,0.998509517229946,0.998509517229946,0.0020217059427523054,0.8064741735654374,0.8060697444668592
250,9,stride,2,8192,0.9984521959589616,0.9984521959589616,0.003572937222998007,0.7687346780020669,0.7681044560237708
275,2,stride,2,8192,0.9979567297359263,0.9979567297359263,0.0053900909260846674,0.864255457963155,0.8641286882822065
275,3,stride,2,8192,0.996386107583907,0.996386107583907,0.0035246589250164106,0.8126513076667963,0.8135128341460571
275,4,stride,2,8192,0.9975860473945273,0.9975860473945273,0.00214687412881176,0.7598467998998003,0.7598147290467441
275,5,stride,2,8192,0.9975350884388685,0.9975350884388685,0.004011104954770417,0.7715883715593244,0.7701832705153367
275,6,stride,2,8192,0.9987850180946314,0.9987850180946314,0.0025825912853179034,0.8098251701292757,0.8094599354972508
275,7,stride,2,8192,0.9986796444187379,0.9986796444187379,0.0034517551903263666,0.8265209864245654,0.826199935259688
275,8,stride,2,8192,0.998654944788262,0.998654944788262,0.003141458346362924,0.7886081565242007,0.7879732422243637
275,9,stride,2,8192,0.9980300364100502,0.9980300364100502,0.005528284300908126,0.7660739840440403,0.7651286397365469
300,2,stride,2,8192,0.9983337792890579,0.9983337792890579,0.0051612616389320465,0.8328585954455152,0.8327394687338423
300,3,stride,2,8192,0.9957768548651186,0.9957768548651186,0.0030862723324389663,0.746180117794691,0.7460150908077927
300,4,stride,2,8192,0.9968799368911012,0.9968799368911012,0.0029123080385033973,0.6784826069793409,0.6778457495728321
300,5,stride,2,8192,0.996155920183674,0.996155920183674,0.005789418901258614,0.7170238260886146,0.7171506561387184
300,6,stride,2,8192,0.9980503412571871,0.9980503412571871,0.002771298779407516,0.7638526084198828,0.7638180964757755
300,7,stride,2,8192,0.9992142245118352,0.9992142245118352,0.005696866966900416,0.7638484953056991,0.7631559313159695
300,8,stride,2,8192,0.9986107519693515,0.9986107519693515,0.002278726125950925,0.7588392735458873,0.75868720670542
300,9,stride,2,8192,0.9981549469702607,0.9981549469702607,0.005574505796175799,0.7112484365847342,0.7111484244609483
325,2,stride,2,8192,0.9987463084291287,0.9987463084291287,0.004843674985750113,0.8561204472665934,0.8552226467817168
325,3,stride,2,8192,0.9941792911460636,0.9941792911460636,0.004018494129923056,0.7736475703281267,0.7728369515898704
325,4,stride,2,8192,0.9967776430701788,0.9967776430701788,0.002192716099671088,0.6137468653017368,0.6127598785556804
325,5,stride,2,8192,0.9963003951160857,0.9963003951160857,0.004847924068599241,0.7595233597501609,0.7583355698611111
325,6,stride,2,8192,0.9979223635090205,0.9979223635090205,0.0036718462524731876,0.7791315859122663,0.7790444420659908
325,7,stride,2,8192,0.9986624097822171,0.9986624097822171,0.0028109550494264113,0.8233015762184375,0.8228919026575234
325,8,stride,2,8192,0.9985935485327102,0.9985935485327102,0.0023709439319645753,0.8049212732920272,0.8049828791016501
325,9,stride,2,8192,0.9978873890405776,0.9978873890405776,0.004376888127808343,0.8124213517987959,0.8118986256708727
350,2,stride,2,8192,0.9987594492875445,0.9987594492875445,0.0034995819860341726,0.8286424089159722,0.8291355215031935
350,3,stride,2,8192,0.9933333201965815,0.9933333201965815,0.004814139578229515,0.6730146728290342,0.673427757311939
350,4,stride,2,8192,0.9957527720518,0.9957527720518,0.0028367172308207955,0.5290739949922774,0.5279749908710969
350,5,stride,2,8192,0.9961802537256726,0.9961802537256726,0.004645784443709999,0.7265778354281602,0.7248798556851506
350,6,stride,2,8192,0.9972531953493957,0.9972531953493957,0.003418469837924931,0.7727114862415404,0.7715347868263202
350,7,stride,2,8192,0.9985923012800316,0.9985923012800316,0.0027359087180229835,0.8303541083609105,0.8297886978280318
350,8,stride,2,8192,0.9986874307267024,0.9986874307267024,0.002683441414774279,0.8281304358704633,0.8278117147859039
350,9,stride,2,8192,0.9986360946964524,0.9986360946964524,0.0036415128925000317,0.7902700222489404,0.7899031609490684
375,2,stride,2,8192,0.9988073704920315,0.9988073704920315,0.003873075998853892,0.8336294380663618,0.8338072044992954
375,3,stride,2,8192,0.9948545783760395,0.9948545783760395,0.0042648571616155095,0.6562160782145116,0.655430303852206
375,4,stride,2,8192,0.9956046233254751,0.9956046233254751,0.0035908336321881507,0.5448515969957707,0.5435636720186487
375,5,stride,2,8192,0.9966002289539695,0.9966002289539695,0.004513031302849413,0.7352588463457238,0.7349523732037956
375,6,stride,2,8192,0.995311656622623,0.995311656622623,0.004732274675916415,0.7250566563662163,0.7231023329230204
375,7,stride,2,8192,0.9981435924915303,0.9981435924915303,0.003553627497240086,0.8014577234395411,0.8018865480786439
375,8,stride,2,8192,0.9982455983258766,0.9982455983258766,0.0026743034231913043,0.8325116222813499,0.8316911942126524
375,9,stride,2,8192,0.9977795281654149,0.9977795281654149,0.005324464331351919,0.8258011632818276,0.8251069325869249
400,2,stride,2,8192,0.9988704142867508,0.9988704142867508,0.003742207359209715,0.8285567139107615,0.8282790540011393
400,3,stride,2,8192,0.9951917634099655,0.9951917634099655,0.003429797994613182,0.6881596290185914,0.6877436724248545
400,4,stride,2,8192,0.9945054290407285,0.9945054290407285,0.003462431053776527,0.5354985286168108,0.535819787720822
400,5,stride,2,8192,0.9971196490586993,0.9971196490586993,0.004319110492360778,0.7681117175708279,0.7668699793271279
400,6,stride,2,8192,0.998274085152353,0.998274085152353,0.0027963596876361407,0.7849339525595903,0.7839150385562665
400,7,stride,2,8192,0.9989840504578812,0.9989840504578812,0.002805845666443929,0.816945403224634,0.8168710398811608
400,8,stride,2,8192,0.9980289816519782,0.9980289816519782,0.0046752820799156325,0.8026841163014445,0.8018180888415021
400,9,stride,2,8192,0.9984374170075634,0.9984374170075634,0.0029495299841073574,0.8200254069520272,0.819519631798294
425,2,stride,2,8192,0.9983570651746368,0.9983570651746368,0.003989634988101898,0.8024918502853441,0.8021755530145103
425,3,stride,2,8192,0.9950519109570565,0.9950519109570565,0.0028512956378108356,0.5436023389186059,0.5418965448292743
425,4,stride,2,8192,0.9954407562446523,0.9954407562446523,0.0027613457205006853,0.32848661176824984,0.3309287707545113
425,5,stride,2,8192,0.9969588316446841,0.9969588316446841,0.004177707975031808,0.6655093234899405,0.6648895673940187
425,6,stride,2,8192,0.9958714756796797,0.9958714756796797,0.004813295392523287,0.6863946765005559,0.6854946016432465
425,7,stride,2,8192,0.997807962844897,0.997807962844897,0.004758990260597784,0.8004215576962939,0.8007001834090082
425,8,stride,2,8192,0.9984856008757812,0.9984856008757812,0.002194691216573119,0.7630800759268414,0.7623282110573437
425,9,stride,2,8192,0.9982967308872643,0.9982967308872643,0.005893873320019338,0.7544187927512809,0.7541159910097148
450,2,stride,2,8192,0.9982818420781491,0.9982818420781491,0.0038755878958909307,0.8160665719095351,0.8159129077241375
450,3,stride,2,8192,0.994130075310133,0.994130075310133,0.004498579361097654,0.5581301338387594,0.5571299821749858
450,4,stride,2,8192,0.9954758982767278,0.9954758982767278,0.0030072546214796603,0.44048536790415166,0.4396319673699242
450,5,stride,2,8192,0.9943844933926068,0.9943844933926068,0.005863112906808965,0.721487573094166,0.7197121436511937
450,6,stride,2,8192,0.9981178868358518,0.9981178868358518,0.002639991325850133,0.7454384927302923,0.7453191890795108
450,7,stride,2,8192,0.9979568772140225,0.9979568772140225,0.004844353705266258,0.8068677350000841,0.8061558792094725
450,8,stride,2,8192,0.9987189453640398,0.9987189453640398,0.0022012028166500386,0.7959806285013203,0.795492696725063
450,9,stride,2,8192,0.9989685021919792,0.9989685021919792,0.0027432766491983784,0.80381096345734,0.8034323346978067
475,2,stride,2,8192,0.9989177722269467,0.9989177722269467,0.003115400548267644,0.8307250601877009,0.8306628624706132
475,3,stride,2,8192,0.994950303500343,0.994950303500343,0.003661280032247305,0.5437666247696338,0.5448414264579202
475,4,stride,2,8192,0.9948548650112389,0.9948548650112389,0.0031609680881956592,0.3063143718363031,0.30543521507018684
475,5,stride,2,8192,0.9957930021980173,0.9957930021980173,0.004885237860435154,0.6764528117816145,0.6756087261173236
475,6,stride,2,8192,0.9968972729142124,0.9968972729142124,0.004534412633802276,0.6038447454318658,0.603633047255884
475,7,stride,2,8192,0.9983233958289072,0.9983233958289072,0.003373768769961316,0.7139493960294357,0.713945806813719
475,8,stride,2,8192,0.9984413723477217,0.9984413723477217,0.003956685981393093,0.7391888599291139,0.7390911217770406
475,9,stride,2,8192,0.9988305959469981,0.9988305959469981,0.003977209547883831,0.7417910672719077,0.7418005478724664
500,2,stride,2,8192,0.9974852887887233,0.9974852887887233,0.0069476544740609825,0.870967017811821,0.8713545110441187
500,3,stride,2,8192,0.9953762227662974,0.9953762227662974,0.003066575351112988,0.5627771437176405,0.563087895046162
500,4,stride,2,8192,0.9936305812889776,0.9936305812889776,0.002876830258173868,0.3667777317510824,0.3670961211489434
500,5,stride,2,8192,0.9951373674637042,0.9951373674637042,0.004595570197125198,0.7286866520422473,0.7287987471312072
500,6,stride,2,8192,0.997168134058509,0.997168134058509,0.003488643134915037,0.6772035242422334,0.6775920207157078
500,7,stride,2,8192,0.9976047696561179,0.9976047696561179,0.003465084017079789,0.8020586875173178,0.8025220170450399
500,8,stride,2,8192,0.9983536103990334,0.9983536103990334,0.003360717193572782,0.8046681908408554,0.8043797826930852
500,9,stride,2,8192,0.9983717912322742,0.9983717912322742,0.004180087145869038,0.7990179120610336,0.7981470475648671
