unit,run,asset,half,layer,expert,price,bias
a/strided/h1,a,strided,h1,8,17,0.0101100687,-0.00301396847
a/strided/h1,a,strided,h1,8,18,-0.314979361,0.00198328495
a/strided/h1,a,strided,h1,8,19,0.00730193651,0.00398218632
a/strided/h1,a,strided,h1,8,20,0.0115568537,-0.00401341915
a/strided/h1,a,strided,h1,8,21,0.00920642272,0.00398218632
a/strided/h1,a,strided,h1,8,22,0.00436907227,-0.00601232052
a/strided/h1,a,strided,h1,8,23,0.00765957276,-0.00201451778
a/strided/h1,a,strided,h1,8,24,0.00915124884,-0.014007926
a/strided/h1,a,strided,h1,8,25,-0.00841648492,-0.00401341915
a/strided/h1,a,strided,h1,8,26,0.0110960199,0.00298273563
a/strided/h1,a,strided,h1,8,27,0.0080829967,-0.00501286983
a/strided/h1,a,strided,h1,8,28,0.0137179074,0.004981637
a/strided/h1,a,strided,h1,8,29,0.0105312845,0.004981637
a/strided/h1,a,strided,h1,8,30,0.0153079081,0.00897943974
a/strided/h1,a,strided,h1,8,31,0.00630787492,-0.0120090246
a/strided/h1,a,strided,h1,8,32,0.00868961739,0.00398218632
a/strided/h1,a,strided,h1,8,33,0.00910438749,-0.00201451778
a/strided/h1,a,strided,h1,8,34,0.00512627524,-0.0010150671
a/strided/h1,a,strided,h1,8,35,0.0110263746,0.00398218632
a/strided/h1,a,strided,h1,8,36,0.00629857054,-0.00301396847
a/strided/h1,a,strided,h1,8,37,0.0103063347,-1.56164169e-05
a/strided/h1,a,strided,h1,8,38,-0.0563521696,-1.56164169e-05
a/strided/h1,a,strided,h1,8,39,0.00992197089,0.004981637
a/strided/h1,a,strided,h1,8,40,0.0156708976,0.00598108768
a/strided/h1,a,strided,h1,8,41,0.0119595021,0.00398218632
a/strided/h1,a,strided,h1,8,42,0.0123880046,-0.00301396847
a/strided/h1,a,strided,h1,8,43,0.0067935508,-1.56164169e-05
a/strided/h1,a,strided,h1,8,44,0.0138733067,0.00298273563
a/strided/h1,a,strided,h1,8,45,0.00984266645,0.000983834267
a/strided/h1,a,strided,h1,8,46,0.0120630536,-0.00401341915
a/strided/h1,a,strided,h1,8,47,0.0150683183,-1.56164169e-05
a/strided/h1,a,strided,h1,8,48,-0.112685268,0.00598108768
a/strided/h1,a,strided,h1,8,49,-0.00688191724,0.00298273563
a/strided/h1,a,strided,h1,8,50,0.0130117798,-0.0070117712
a/strided/h1,a,strided,h1,8,51,0.000763420132,-1.56164169e-05
a/strided/h1,a,strided,h1,8,52,0.00407667237,0.00298273563
a/strided/h1,a,strided,h1,8,53,0.00859814568,0.00298273563
a/strided/h1,a,strided,h1,8,54,0.00848692434,0.00198328495
a/strided/h1,a,strided,h1,8,55,0.0117004035,0.00797998905
a/strided/h1,a,strided,h1,8,56,0.0132034702,-0.00401341915
a/strided/h1,a,strided,h1,8,57,0.0123899739,0.00698053837
a/strided/h1,a,strided,h1,8,58,-0.0165233625,-0.0010150671
a/strided/h1,a,strided,h1,8,59,0.000162967131,-0.00401341915
a/strided/h1,a,strided,h1,8,60,0.00409305806,0.00398218632
a/strided/h1,a,strided,h1,8,61,0.0127465642,-0.0010150671
a/strided/h1,a,strided,h1,8,62,0.0102948133,0.00598108768
a/strided/h1,a,strided,h1,8,63,0.00902670168,0.00198328495
a/strided/h1,a,strided,h1,9,0,-0.00801133314,0.00109314919
a/strided/h1,a,strided,h1,9,1,0.00340724991,-0.00990080833
a/strided/h1,a,strided,h1,9,2,0.00794506793,-0.00190520287
a/strided/h1,a,strided,h1,9,3,0.00898219992,0.00209259987
a/strided/h1,a,strided,h1,9,4,0.00383274046,-0.00490355492
a/strided/h1,a,strided,h1,9,5,0.00838873464,0.00409150124
a/strided/h1,a,strided,h1,9,6,-0.0349929666,-0.00390410423
a/strided/h1,a,strided,h1,9,7,-0.037050335,0.00908875465
a/strided/h1,a,strided,h1,9,8,0.00546462529,-0.00690245628
a/strided/h1,a,strided,h1,9,9,-0.0158498094,-0.00790190697
a/strided/h1,a,strided,h1,9,10,0.0100200355,0.00309205055
a/strided/h1,a,strided,h1,9,11,0.00710029083,-0.0128991604
a/strided/h1,a,strided,h1,9,12,0.00405274865,9.36985016e-05
a/strided/h1,a,strided,h1,9,13,-0.00286728076,0.00209259987
a/strided/h1,a,strided,h1,9,14,0.0113776352,-0.0059030056
a/strided/h1,a,strided,h1,9,15,0.00252763343,0.00209259987
a/strided/h1,a,strided,h1,9,16,-0.00555578924,0.00409150124
a/strided/h1,a,strided,h1,9,17,0.00984503956,0.0100882053
a/strided/h1,a,strided,h1,9,18,0.00534742347,-0.00690245628
a/strided/h1,a,strided,h1,9,19,0.00329788144,-0.0188958645
a/strided/h1,a,strided,h1,9,20,0.00892746423,-0.00190520287
a/strided/h1,a,strided,h1,9,21,0.00709109495,9.36985016e-05
a/strided/h1,a,strided,h1,9,22,0.00452296411,-0.00290465355
a/strided/h1,a,strided,h1,9,23,0.00257735115,0.00109314919
a/strided/h1,a,strided,h1,9,24,0.0104479117,0.00908875465
a/strided/h1,a,strided,h1,9,25,0.0127388777,0.0120871067
a/strided/h1,a,strided,h1,9,26,0.00906458099,0.00908875465
a/strided/h1,a,strided,h1,9,27,0.00774642334,0.00808930397
a/strided/h1,a,strided,h1,9,28,-0.0580359248,9.36985016e-05
a/strided/h1,a,strided,h1,9,29,0.0094057645,0.00309205055
a/strided/h1,a,strided,h1,9,30,-0.0299624943,0.00309205055
a/strided/h1,a,strided,h1,9,31,-0.00120797965,0.00209259987
a/strided/h1,a,strided,h1,9,32,0.00862081463,0.00309205055
a/strided/h1,a,strided,h1,9,33,-0.00194265067,-0.00190520287
a/strided/h1,a,strided,h1,9,34,0.010561696,-0.00490355492
a/strided/h1,a,strided,h1,9,35,0.00841155902,0.00209259987
a/strided/h1,a,strided,h1,9,36,-0.005171438,0.00109314919
a/strided/h1,a,strided,h1,9,37,0.0079927116,0.00109314919
a/strided/h1,a,strided,h1,9,38,0.00704163567,0.00309205055
a/strided/h1,a,strided,h1,9,39,0.00430271749,-0.00190520287
a/strided/h1,a,strided,h1,9,40,0.00905865406,-0.00190520287
a/strided/h1,a,strided,h1,9,41,-0.00928457293,0.00708985329
a/strided/h1,a,strided,h1,9,42,0.00190229316,0.00209259987
a/strided/h1,a,strided,h1,9,43,0.00616282013,-0.0059030056
a/strided/h1,a,strided,h1,9,44,0.0106333929,-0.00690245628
a/strided/h1,a,strided,h1,9,45,0.00320393381,-0.00290465355
a/strided/h1,a,strided,h1,9,46,0.00756888346,0.00509095192
a/strided/h1,a,strided,h1,9,47,-0.0157278043,0.00109314919
a/strided/h1,a,strided,h1,9,48,0.00881699634,0.00109314919
a/strided/h1,a,strided,h1,9,49,0.00826627177,0.00209259987
a/strided/h1,a,strided,h1,9,50,-0.0266201433,-0.00690245628
a/strided/h1,a,strided,h1,9,51,0.00843241134,0.0060904026
a/strided/h1,a,strided,h1,9,52,0.00605177668,-0.0158975124
a/strided/h1,a,strided,h1,9,53,0.00382100393,-0.00390410423
a/strided/h1,a,strided,h1,9,54,0.00910518759,-0.00390410423
a/strided/h1,a,strided,h1,9,55,0.00734197696,-0.000905752182
a/strided/h1,a,strided,h1,9,56,0.0107419209,0.00908875465
a/strided/h1,a,strided,h1,9,57,0.00252120172,0.00509095192
a/strided/h1,a,strided,h1,9,58,-0.0138678237,-0.0059030056
a/strided/h1,a,strided,h1,9,59,0.00454153934,0.00109314919
a/strided/h1,a,strided,h1,9,60,-0.00429321106,0.00309205055
a/strided/h1,a,strided,h1,9,61,0.00955921852,9.36985016e-05
a/strided/h1,a,strided,h1,9,62,-0.0412622581,0.00309205055
a/strided/h1,a,strided,h1,9,63,-0.0170685409,0.0060904026
a/strided/h2,a,strided,h2,2,0,0.008978826,0.00416958332
a/strided/h2,a,strided,h2,2,1,-0.0112520046,-0.00782382488
a/strided/h2,a,strided,h2,2,2,-0.0124827304,-0.00382602215
a/strided/h2,a,strided,h2,2,3,0.00422086101,0.00217068195
a/strided/h2,a,strided,h2,2,4,-0.00261788908,-0.00482547283
a/strided/h2,a,strided,h2,2,5,0.0142128719,0.00616848469
a/strided/h2,a,strided,h2,2,6,0.00765858544,-0.000827670097
a/strided/h2,a,strided,h2,2,7,-0.00373583543,-0.00382602215
a/strided/h2,a,strided,h2,2,8,0.0125778904,0.00716793537
a/strided/h2,a,strided,h2,2,9,0.00997972023,0.00217068195
a/strided/h2,a,strided,h2,2,10,0.0102510657,0.00416958332
a/strided/h2,a,strided,h2,2,11,-0.00496336794,-0.00582492352
a/strided/h2,a,strided,h2,2,12,0.00511660986,-0.00382602215
a/strided/h2,a,strided,h2,2,13,0.00995718781,0.005169034
a/strided/h2,a,strided,h2,2,14,0.00362293795,0.000171780586
a/strided/h2,a,strided,h2,2,15,0.000585001897,0.00117123127
a/strided/h2,a,strided,h2,2,16,-0.121220469,-0.0388067961
a/strided/h2,a,strided,h2,2,17,-0.00292458851,0.000171780586
a/strided/h2,a,strided,h2,2,18,0.00472183805,0.00217068195
a/strided/h2,a,strided,h2,2,19,0.00802867231,0.00616848469
a/strided/h2,a,strided,h2,2,20,0.00636496023,0.00716793537
a/strided/h2,a,strided,h2,2,21,-0.00797041366,-0.00882327557
a/strided/h2,a,strided,h2,2,22,-0.00013290159,0.00117123127
a/strided/h2,a,strided,h2,2,23,0.00426755194,0.000171780586
a/strided/h2,a,strided,h2,2,24,-0.000713170502,-0.00382602215
a/strided/h2,a,strided,h2,2,25,0.0118903266,0.00416958332
a/strided/h2,a,strided,h2,2,26,0.0127315819,0.00716793537
a/strided/h2,a,strided,h2,2,27,-0.0012571325,-0.00282657146
a/strided/h2,a,strided,h2,2,28,0.00534224534,0.00117123127
a/strided/h2,a,strided,h2,2,29,-0.000231664624,0.00416958332
a/strided/h2,a,strided,h2,2,30,-0.00187055673,-0.00182712078
a/strided/h2,a,strided,h2,2,31,-0.0153575372,-0.00282657146
a/strided/h2,a,strided,h2,2,32,0.00847518072,-0.000827670097
a/strided/h2,a,strided,h2,2,33,0.00480804546,-0.000827670097
a/strided/h2,a,strided,h2,2,34,0.0119119624,0.00317013264
a/strided/h2,a,strided,h2,2,35,-0.000636391338,0.00117123127
a/strided/h2,a,strided,h2,2,36,0.00116505777,0.000171780586
a/strided/h2,a,strided,h2,2,37,0.00351010077,0.00317013264
a/strided/h2,a,strided,h2,2,38,0.00176956598,-0.000827670097
a/strided/h2,a,strided,h2,2,39,0.0124059962,0.00117123127
a/strided/h2,a,strided,h2,2,40,0.00430583116,0.00416958332
a/strided/h2,a,strided,h2,2,41,-0.0237716562,-0.0068243742
a/strided/h2,a,strided,h2,2,42,0.0155714471,0.00816738605
a/strided/h2,a,strided,h2,2,43,-0.00795471947,-0.00582492352
a/strided/h2,a,strided,h2,2,44,-0.00381365558,0.00117123127
a/strided/h2,a,strided,h2,2,45,0.00363522582,-0.00182712078
a/strided/h2,a,strided,h2,2,46,0.0132577159,0.005169034
a/strided/h2,a,strided,h2,2,47,-0.0145358024,-0.00382602215
a/strided/h2,a,strided,h2,2,48,0.00259796437,-0.00182712078
a/strided/h2,a,strided,h2,2,49,-0.00416309433,-0.00182712078
a/strided/h2,a,strided,h2,2,50,0.0173551985,0.0101662874
a/strided/h2,a,strided,h2,2,51,-0.000837629657,0.00117123127
a/strided/h2,a,strided,h2,2,52,-0.00427563302,-0.00182712078
a/strided/h2,a,strided,h2,2,53,0.0101568096,0.00616848469
a/strided/h2,a,strided,h2,2,54,0.000642240284,0.000171780586
a/strided/h2,a,strided,h2,2,55,-0.00603481289,0.00117123127
a/strided/h2,a,strided,h2,2,56,0.0132776529,0.00416958332
a/strided/h2,a,strided,h2,2,57,0.00220465567,0.00217068195
a/strided/h2,a,strided,h2,2,58,-0.00740276277,-0.00982272625
a/strided/h2,a,strided,h2,2,59,-0.0141237555,-0.00382602215
a/strided/h2,a,strided,h2,2,60,0.00845591934,0.00317013264
a/strided/h2,a,strided,h2,2,61,0.005362737,0.005169034
a/strided/h2,a,strided,h2,2,62,-0.0112013898,-0.00282657146
a/strided/h2,a,strided,h2,2,63,0.00410352275,0.005169034
a/strided/h2,a,strided,h2,3,0,-0.00323558907,-0.00724601746
a/strided/h2,a,strided,h2,3,1,-0.0024039343,0.00374794006
a/strided/h2,a,strided,h2,3,2,-0.00103387032,0.0017490387
a/strided/h2,a,strided,h2,3,3,0.0110465462,0.000749588013
a/strided/h2,a,strided,h2,3,4,-0.00924249348,-0.00324821472
a/strided/h2,a,strided,h2,3,5,0.00299872849,-0.00224876404
a/strided/h2,a,strided,h2,3,6,-0.0042818131,0.000749588013
a/strided/h2,a,strided,h2,3,7,0.00869510341,0.0017490387
a/strided/h2,a,strided,h2,3,8,-0.00380492844,-0.00524711609
a/strided/h2,a,strided,h2,3,9,0.00130593469,0.0017490387
a/strided/h2,a,strided,h2,3,10,0.0107329718,0.00274848938
a/strided/h2,a,strided,h2,3,11,0.00983117958,0.00474739075
a/strided/h2,a,strided,h2,3,12,0.0095697103,0.0017490387
a/strided/h2,a,strided,h2,3,13,0.00453735068,0.000749588013
a/strided/h2,a,strided,h2,3,14,0.00529326936,0.0017490387
a/strided/h2,a,strided,h2,3,15,0.000116775926,0.000749588013
a/strided/h2,a,strided,h2,3,16,-0.00322254543,-0.00424766541
a/strided/h2,a,strided,h2,3,17,0.0123358529,0.00374794006
a/strided/h2,a,strided,h2,3,18,-0.00590190227,0.00274848938
a/strided/h2,a,strided,h2,3,19,0.00774817047,-0.00424766541
a/strided/h2,a,strided,h2,3,20,0.00868508424,0.00574684143
a/strided/h2,a,strided,h2,3,21,-0.0194228131,-0.0102443695
a/strided/h2,a,strided,h2,3,22,0.0103957748,0.00274848938
a/strided/h2,a,strided,h2,3,23,-0.00849858653,-0.00424766541
a/strided/h2,a,strided,h2,3,24,0.012683727,0.00874519348
a/strided/h2,a,strided,h2,3,25,0.0119272873,0.0077457428
a/strided/h2,a,strided,h2,3,26,-0.00529706786,0.0017490387
a/strided/h2,a,strided,h2,3,27,-0.00142497272,-0.000249862671
a/strided/h2,a,strided,h2,3,28,-0.0102198686,-0.00824546814
a/strided/h2,a,strided,h2,3,29,-0.00547413463,0.00274848938
a/strided/h2,a,strided,h2,3,30,-0.0103203755,0.0017490387
a/strided/h2,a,strided,h2,3,31,-0.00271515251,-0.000249862671
a/strided/h2,a,strided,h2,3,32,0.00638197287,-0.00424766541
a/strided/h2,a,strided,h2,3,33,0.00232796436,0.00474739075
a/strided/h2,a,strided,h2,3,34,-0.00892312807,-0.00224876404
a/strided/h2,a,strided,h2,3,35,0.0134481072,0.00674629211
a/strided/h2,a,strided,h2,3,36,0.00328209456,0.000749588013
a/strided/h2,a,strided,h2,3,37,0.0130489475,-0.00124931335
a/strided/h2,a,strided,h2,3,38,-0.0050504243,-0.00224876404
a/strided/h2,a,strided,h2,3,39,0.00365377143,-0.00124931335
a/strided/h2,a,strided,h2,3,40,0.00508312573,0.0017490387
a/strided/h2,a,strided,h2,3,41,-0.00465986114,-0.00324821472
a/strided/h2,a,strided,h2,3,42,-0.00742049031,-0.00824546814
a/strided/h2,a,strided,h2,3,43,0.0044862369,0.0017490387
a/strided/h2,a,strided,h2,3,44,-0.00419352325,0.000749588013
a/strided/h2,a,strided,h2,3,45,-0.0609800851,-0.0112438202
a/strided/h2,a,strided,h2,3,46,-0.00163762859,-0.0112438202
a/strided/h2,a,strided,h2,3,47,0.00836271345,0.00574684143
a/strided/h2,a,strided,h2,3,48,0.0148219719,0.00874519348
a/strided/h2,a,strided,h2,3,49,0.0130065658,0.0077457428
a/strided/h2,a,strided,h2,3,50,-0.00132094026,-0.00124931335
a/strided/h2,a,strided,h2,3,51,-0.00321388739,-0.00324821472
a/strided/h2,a,strided,h2,3,52,-0.0102618763,-0.00724601746
a/strided/h2,a,strided,h2,3,53,-0.0253664523,-0.00624656677
a/strided/h2,a,strided,h2,3,54,0.000899932529,0.0017490387
a/strided/h2,a,strided,h2,3,55,-7.85773664e-05,0.000749588013
a/strided/h2,a,strided,h2,3,56,0.00260661002,-0.00324821472
a/strided/h2,a,strided,h2,3,57,0.00375469606,0.0017490387
a/strided/h2,a,strided,h2,3,58,0.0046572715,0.00374794006
a/strided/h2,a,strided,h2,3,59,0.00401690108,0.000749588013
a/strided/h2,a,strided,h2,3,60,-0.00447710213,0.00274848938
a/strided/h2,a,strided,h2,3,61,-0.00592357647,0.000749588013
a/strided/h2,a,strided,h2,3,62,0.0130374024,0.00574684143
a/strided/h2,a,strided,h2,3,63,-0.00477215164,-0.00124931335
a/strided/h2,a,strided,h2,4,0,-0.00643469828,-0.00413835049
a/strided/h2,a,strided,h2,4,1,0.00963979897,0.000858902931
a/strided/h2,a,strided,h2,4,2,-0.003566757,0.00185835361
a/strided/h2,a,strided,h2,4,3,-0.0341513694,-0.00513780117
a/strided/h2,a,strided,h2,4,4,-0.00995131179,-0.000140547752
a/strided/h2,a,strided,h2,4,5,0.00519588946,-0.00513780117
a/strided/h2,a,strided,h2,4,6,0.00631815412,-0.00413835049
a/strided/h2,a,strided,h2,4,7,-0.00133198329,-0.00113999844
a/strided/h2,a,strided,h2,4,8,-0.00916525318,-0.00213944912
a/strided/h2,a,strided,h2,4,9,-0.00272071005,0.00385725498
a/strided/h2,a,strided,h2,4,10,-0.00359375837,-0.000140547752
a/strided/h2,a,strided,h2,4,11,0.0112688642,0.00485670567
a/strided/h2,a,strided,h2,4,12,0.00268188895,-0.000140547752
a/strided/h2,a,strided,h2,4,13,0.00533170982,0.0028578043
a/strided/h2,a,strided,h2,4,14,-0.00184963799,-0.00213944912
a/strided/h2,a,strided,h2,4,15,0.000439611569,-0.000140547752
a/strided/h2,a,strided,h2,4,16,-0.00288825172,-0.0031388998
a/strided/h2,a,strided,h2,4,17,0.00294172236,-0.00113999844
a/strided/h2,a,strided,h2,4,18,-0.00247809167,-0.0031388998
a/strided/h2,a,strided,h2,4,19,0.0049270781,0.00485670567
a/strided/h2,a,strided,h2,4,20,0.00328156569,0.000858902931
a/strided/h2,a,strided,h2,4,21,0.00596021705,0.00385725498
a/strided/h2,a,strided,h2,4,22,-0.00903089873,-0.00513780117
a/strided/h2,a,strided,h2,4,23,0.00383849985,-0.00113999844
a/strided/h2,a,strided,h2,4,24,-0.00332124361,-0.0031388998
a/strided/h2,a,strided,h2,4,25,-0.0105382303,-0.0031388998
a/strided/h2,a,strided,h2,4,26,0.00111261972,-0.00613725185
a/strided/h2,a,strided,h2,4,27,-0.00424878129,-0.000140547752
a/strided/h2,a,strided,h2,4,28,0.0139088741,0.00685560703
a/strided/h2,a,strided,h2,4,29,0.00249071729,-0.00413835049
a/strided/h2,a,strided,h2,4,30,-0.00311897944,0.000858902931
a/strided/h2,a,strided,h2,4,31,0.00743012207,-0.00413835049
a/strided/h2,a,strided,h2,4,32,0.00170582657,-0.00113999844
a/strided/h2,a,strided,h2,4,33,-0.0113554268,0.00385725498
a/strided/h2,a,strided,h2,4,34,0.00374905656,0.00585615635
a/strided/h2,a,strided,h2,4,35,0.000526761942,-0.00213944912
a/strided/h2,a,strided,h2,4,36,0.0144116546,0.0088545084
a/strided/h2,a,strided,h2,4,37,-0.00467034399,-0.00113999844
a/strided/h2,a,strided,h2,4,38,-0.0143660388,-0.00813615322
a/strided/h2,a,strided,h2,4,39,0.010441698,0.00785505772
a/strided/h2,a,strided,h2,4,40,-0.0047066367,-0.00113999844
a/strided/h2,a,strided,h2,4,41,0.00635568362,0.0028578043
a/strided/h2,a,strided,h2,4,42,-0.00405849206,-0.00213944912
a/strided/h2,a,strided,h2,4,43,-0.00259994731,-0.00113999844
a/strided/h2,a,strided,h2,4,44,0.0133664998,0.00785505772
a/strided/h2,a,strided,h2,4,45,0.0024624428,-0.000140547752
a/strided/h2,a,strided,h2,4,46,-0.00427130626,-0.00413835049
a/strided/h2,a,strided,h2,4,47,0.00162141708,-0.00213944912
a/strided/h2,a,strided,h2,4,48,-0.00716314295,0.000858902931
a/strided/h2,a,strided,h2,4,49,0.0105999488,0.00585615635
a/strided/h2,a,strided,h2,4,50,-0.00329373001,-0.0031388998
a/strided/h2,a,strided,h2,4,51,-0.00193181324,-0.00513780117
a/strided/h2,a,strided,h2,4,52,0.00640526165,0.00185835361
a/strided/h2,a,strided,h2,4,53,-0.00674002447,-0.0031388998
a/strided/h2,a,strided,h2,4,54,0.00447712031,-0.00113999844
a/strided/h2,a,strided,h2,4,55,0.00520045294,0.00185835361
a/strided/h2,a,strided,h2,4,56,0.00512179949,0.00485670567
a/strided/h2,a,strided,h2,4,57,0.010512858,0.00785505772
a/strided/h2,a,strided,h2,4,58,0.00771699411,-0.00113999844
a/strided/h2,a,strided,h2,4,59,0.0027248164,0.0028578043
a/strided/h2,a,strided,h2,4,60,-0.0162218769,0.000858902931
a/strided/h2,a,strided,h2,4,61,-0.00211360368,0.0028578043
a/strided/h2,a,strided,h2,4,62,0.0127974696,0.00385725498
a/strided/h2,a,strided,h2,4,63,-0.0150827562,-0.00613725185
a/strided/h2,a,strided,h2,5,0,0.00573550278,0.0038728714
a/strided/h2,a,strided,h2,5,1,-0.000335158347,0.000874519348
a/strided/h2,a,strided,h2,5,2,0.000963117895,0.000874519348
a/strided/h2,a,strided,h2,5,3,-0.00438977735,-0.00112438202
a/strided/h2,a,strided,h2,5,4,0.00279803245,-0.00112438202
a/strided/h2,a,strided,h2,5,5,-0.0019584345,-0.00112438202
a/strided/h2,a,strided,h2,5,6,0.00464784164,-0.000124931335
a/strided/h2,a,strided,h2,5,7,0.00571219713,0.0038728714
a/strided/h2,a,strided,h2,5,8,0.00249191137,-0.0021238327
a/strided/h2,a,strided,h2,5,9,-0.000804922111,-0.00112438202
a/strided/h2,a,strided,h2,5,10,0.00632454358,0.00487232208
a/strided/h2,a,strided,h2,5,11,0.0015826495,-0.000124931335
a/strided/h2,a,strided,h2,5,12,0.000923876152,0.00187397003
a/strided/h2,a,strided,h2,5,13,-0.0048709419,-0.00112438202
a/strided/h2,a,strided,h2,5,14,-0.0165431798,-0.00312328339
a/strided/h2,a,strided,h2,5,15,0.00230929811,-0.00412273407
a/strided/h2,a,strided,h2,5,16,0.0106225402,0.00187397003
a/strided/h2,a,strided,h2,5,17,-0.00120640782,-0.00412273407
a/strided/h2,a,strided,h2,5,18,0.00626835876,-0.00412273407
a/strided/h2,a,strided,h2,5,19,-0.00325139476,0.0038728714
a/strided/h2,a,strided,h2,5,20,0.0081398212,-0.00312328339
a/strided/h2,a,strided,h2,5,21,-0.0102984002,0.000874519348
a/strided/h2,a,strided,h2,5,22,0.0082992138,0.000874519348
a/strided/h2,a,strided,h2,5,23,0.00315931902,0.000874519348
a/strided/h2,a,strided,h2,5,24,0.00359442734,0.0038728714
a/strided/h2,a,strided,h2,5,25,0.00214285214,0.00187397003
a/strided/h2,a,strided,h2,5,26,-0.0166988541,-0.00712108612
a/strided/h2,a,strided,h2,5,27,0.00265855479,0.00287342072
a/strided/h2,a,strided,h2,5,28,0.00295486996,0.000874519348
a/strided/h2,a,strided,h2,5,29,-0.00890860151,-0.00112438202
a/strided/h2,a,strided,h2,5,30,-0.00795880336,-0.00312328339
a/strided/h2,a,strided,h2,5,31,-0.00390415316,-0.0021238327
a/strided/h2,a,strided,h2,5,32,-0.0131738596,-0.00712108612
a/strided/h2,a,strided,h2,5,33,-0.010405825,-0.000124931335
a/strided/h2,a,strided,h2,5,34,0.00581407264,-0.000124931335
a/strided/h2,a,strided,h2,5,35,-0.0224501591,-0.000124931335
a/strided/h2,a,strided,h2,5,36,0.00171552176,-0.00112438202
a/strided/h2,a,strided,h2,5,37,0.00864513774,0.00687122345
a/strided/h2,a,strided,h2,5,38,0.0066499584,0.00187397003
a/strided/h2,a,strided,h2,5,39,-0.0064230664,-0.000124931335
a/strided/h2,a,strided,h2,5,40,0.0095394286,0.00587177277
a/strided/h2,a,strided,h2,5,41,0.0126941814,0.00587177277
a/strided/h2,a,strided,h2,5,42,0.008055184,0.00287342072
a/strided/h2,a,strided,h2,5,43,0.000967845288,0.000874519348
a/strided/h2,a,strided,h2,5,44,0.0085306456,0.00187397003
a/strided/h2,a,strided,h2,5,45,0.00184327174,-0.000124931335
a/strided/h2,a,strided,h2,5,46,-0.00310413217,-0.00112438202
a/strided/h2,a,strided,h2,5,47,0.00831339319,-0.00112438202
a/strided/h2,a,strided,h2,5,48,-0.0093375929,-0.00312328339
a/strided/h2,a,strided,h2,5,49,-0.0168004502,-0.00612163544
a/strided/h2,a,strided,h2,5,50,-0.00124908568,-0.00312328339
a/strided/h2,a,strided,h2,5,51,0.000825528954,0.00187397003
a/strided/h2,a,strided,h2,5,52,0.00383444872,-0.000124931335
a/strided/h2,a,strided,h2,5,53,0.00506064665,-0.00112438202
a/strided/h2,a,strided,h2,5,54,-0.00522926546,-0.00312328339
a/strided/h2,a,strided,h2,5,55,0.011493586,0.00687122345
a/strided/h2,a,strided,h2,5,56,-0.0259736996,-0.0111188889
a/strided/h2,a,strided,h2,5,57,0.00869149805,0.0038728714
a/strided/h2,a,strided,h2,5,58,-0.000525674815,-0.00412273407
a/strided/h2,a,strided,h2,5,59,-0.000244742758,-0.00312328339
a/strided/h2,a,strided,h2,5,60,0.00122231102,0.0038728714
a/strided/h2,a,strided,h2,5,61,0.00275885916,0.0038728714
a/strided/h2,a,strided,h2,5,62,0.000264160302,0.00287342072
a/strided/h2,a,strided,h2,5,63,0.00779797553,0.00287342072
a/strided/h2,a,strided,h2,6,0,-0.00284482791,0.000858902931
a/strided/h2,a,strided,h2,6,1,-0.00900850185,-0.00613725185
a/strided/h2,a,strided,h2,6,2,-1.64443263e-05,-0.00513780117
a/strided/h2,a,strided,h2,6,3,0.00385025892,0.000858902931
a/strided/h2,a,strided,h2,6,4,-0.002436161,-0.0031388998
a/strided/h2,a,strided,h2,6,5,-0.0284329997,-0.00513780117
a/strided/h2,a,strided,h2,6,6,0.00679424479,0.000858902931
a/strided/h2,a,strided,h2,6,7,3.79754129e-05,0.00185835361
a/strided/h2,a,strided,h2,6,8,0.00876032728,0.00385725498
a/strided/h2,a,strided,h2,6,9,0.00742240999,0.00585615635
a/strided/h2,a,strided,h2,6,10,0.00628488212,0.00785505772
a/strided/h2,a,strided,h2,6,11,-0.0104280859,-0.012133956
a/strided/h2,a,strided,h2,6,12,-0.00983058285,0.00385725498
a/strided/h2,a,strided,h2,6,13,0.00934821487,0.00485670567
a/strided/h2,a,strided,h2,6,14,0.0112081513,-0.000140547752
a/strided/h2,a,strided,h2,6,15,0.00500271263,0.0028578043
a/strided/h2,a,strided,h2,6,16,-0.00538789105,0.00185835361
a/strided/h2,a,strided,h2,6,17,0.000543691254,-0.000140547752
a/strided/h2,a,strided,h2,6,18,0.00380295519,-0.000140547752
a/strided/h2,a,strided,h2,6,19,0.00625970567,0.000858902931
a/strided/h2,a,strided,h2,6,20,0.00748834134,0.00185835361
a/strided/h2,a,strided,h2,6,21,0.00530415148,-0.00113999844
a/strided/h2,a,strided,h2,6,22,8.16404718e-05,-0.000140547752
a/strided/h2,a,strided,h2,6,23,0.0104994316,0.00585615635
a/strided/h2,a,strided,h2,6,24,0.00584168293,-0.000140547752
a/strided/h2,a,strided,h2,6,25,0.00808191303,0.00185835361
a/strided/h2,a,strided,h2,6,26,0.0102902947,0.00185835361
a/strided/h2,a,strided,h2,6,27,0.00408006254,0.00185835361
a/strided/h2,a,strided,h2,6,28,-0.022209658,0.000858902931
a/strided/h2,a,strided,h2,6,29,0.00846328986,0.000858902931
a/strided/h2,a,strided,h2,6,30,0.00693635274,0.00485670567
a/strided/h2,a,strided,h2,6,31,-0.00526025538,0.000858902931
a/strided/h2,a,strided,h2,6,32,-0.00852492192,-0.00213944912
a/strided/h2,a,strided,h2,6,33,0.00118231893,-0.00213944912
